PROJECT,CLASS,COUPLING
spring-boot,JpaBaseConfiguration,34
spring-boot,JpaProperties,5
spring-boot,HibernateJpaAutoConfiguration,22
spring-boot,SpringDataWebAutoConfiguration,6
spring-boot,MongoRepositoriesAutoConfiguration,6
spring-boot,MongoRepositoriesAutoConfigureRegistrar,4
spring-boot,MongoClientDependsOnBeanFactoryPostProcessor,2
spring-boot,MongoDataAutoConfiguration,24
spring-boot,JpaRepositoriesAutoConfigureRegistrar,4
spring-boot,EntityManagerFactoryDependsOnPostProcessor,1
spring-boot,JpaRepositoriesAutoConfiguration,7
spring-boot,AbstractRepositoryConfigurationSourceSupport,14
spring-boot,Neo4jRepositoriesAutoConfigureRegistrar,4
spring-boot,Neo4jDataAutoConfiguration,14
spring-boot,Neo4jRepositoriesAutoConfiguration,6
spring-boot,Neo4jProperties,7
spring-boot,RepositoryRestMvcAutoConfiguration,9
spring-boot,RepositoryRestProperties,4
spring-boot,SpringBootRepositoryRestConfigurer,6
spring-boot,RedisAutoConfiguration,26
spring-boot,RedisRepositoriesAutoConfiguration,6
spring-boot,RedisRepositoriesAutoConfigureRegistrar,4
spring-boot,RedisProperties,4
spring-boot,SolrRepositoriesRegistrar,4
spring-boot,SolrRepositoriesAutoConfiguration,5
spring-boot,ElasticsearchDataAutoConfiguration,10
spring-boot,ElasticsearchProperties,1
spring-boot,ElasticsearchRepositoriesAutoConfiguration,5
spring-boot,ElasticsearchRepositoriesRegistrar,4
spring-boot,ElasticsearchAutoConfiguration,15
spring-boot,CassandraRepositoriesAutoConfigureRegistrar,4
spring-boot,CassandraDataAutoConfiguration,23
spring-boot,CassandraRepositoriesAutoConfiguration,5
spring-boot,CouchbaseRepositoriesRegistrar,4
spring-boot,CouchbaseDataAutoConfiguration,9
spring-boot,CouchbaseRepositoriesAutoConfiguration,6
spring-boot,SpringBootCouchbaseConfigurer,5
spring-boot,CouchbaseDataProperties,2
spring-boot,CouchbaseConfigurerAdapterConfiguration,8
spring-boot,SpringBootCouchbaseDataConfiguration,13
spring-boot,EhCacheCacheConfiguration,13
spring-boot,RedisCacheConfiguration,13
spring-boot,NoOpCacheConfiguration,5
spring-boot,CaffeineCacheConfiguration,19
spring-boot,CacheConfigurations,1
spring-boot,CacheManagerCustomizer,1
spring-boot,GenericCacheConfiguration,10
spring-boot,CacheCondition,10
spring-boot,JCacheCacheConfiguration,29
spring-boot,CacheType,0
spring-boot,HazelcastInstanceConfiguration,17
spring-boot,InfinispanCacheConfiguration,19
spring-boot,CacheAutoConfiguration,22
spring-boot,HazelcastCacheConfiguration,5
spring-boot,SimpleCacheConfiguration,9
spring-boot,CouchbaseCacheConfiguration,12
spring-boot,CacheProperties,10
spring-boot,JCacheManagerCustomizer,1
spring-boot,CacheManagerCustomizers,8
spring-boot,ConditionEvaluationReportMessage,3
spring-boot,AutoConfigurationReportLoggingInitializer,14
spring-boot,H2ConsoleAutoConfiguration,19
spring-boot,H2ConsoleProperties,4
spring-boot,SessionProperties,11
spring-boot,SessionAutoConfiguration,15
spring-boot,NoOpSessionConfiguration,3
spring-boot,HazelcastSessionConfiguration,7
spring-boot,SessionStoreMappings,1
spring-boot,MongoSessionConfiguration,7
spring-boot,JdbcSessionDatabaseInitializer,4
spring-boot,JdbcSessionConfiguration,11
spring-boot,RedisSessionConfiguration,9
spring-boot,StoreType,0
spring-boot,SessionCondition,9
spring-boot,HashMapSessionConfiguration,10
spring-boot,LinkedInProperties,2
spring-boot,TwitterAutoConfiguration,20
spring-boot,FacebookAutoConfiguration,19
spring-boot,SocialAutoConfigurerAdapter,4
spring-boot,TwitterProperties,2
spring-boot,SocialProperties,0
spring-boot,SocialWebAutoConfiguration,38
spring-boot,LinkedInAutoConfiguration,19
spring-boot,FacebookProperties,2
spring-boot,PersistenceExceptionTranslationAutoConfiguration,6
spring-boot,LiquibaseProperties,2
spring-boot,LiquibaseAutoConfiguration,18
spring-boot,DeviceDelegatingViewResolverFactory,5
spring-boot,SitePreferenceAutoConfiguration,13
spring-boot,DeviceDelegatingViewResolverProperties,1
spring-boot,DeviceDelegatingViewResolverAutoConfiguration,17
spring-boot,DeviceResolverAutoConfiguration,12
spring-boot,EnableAutoConfigurationImportSelector,23
spring-boot,ProjectInfoProperties,6
spring-boot,ProjectInfoAutoConfiguration,20
spring-boot,SendGridAutoConfiguration,12
spring-boot,SendGridProperties,2
spring-boot,SharedMetadataReaderFactoryContextInitializer,16
spring-boot,FlywayMigrationInitializer,4
spring-boot,FlywayMigrationStrategy,1
spring-boot,FlywayProperties,1
spring-boot,FlywayAutoConfiguration,25
spring-boot,BackgroundPreinitializer,4
spring-boot,FreeMarkerProperties,2
spring-boot,FreeMarkerAutoConfiguration,27
spring-boot,FreeMarkerTemplateAvailabilityProvider,4
spring-boot,AutoConfigurationSorter,6
spring-boot,RabbitAutoConfiguration,29
spring-boot,SimpleRabbitListenerContainerFactoryConfigurer,7
spring-boot,RabbitAnnotationDrivenConfiguration,13
spring-boot,RabbitProperties,13
spring-boot,HypermediaHttpMessageConverterConfiguration,11
spring-boot,HypermediaAutoConfiguration,17
spring-boot,HateoasProperties,1
spring-boot,GsonAutoConfiguration,5
spring-boot,SolrAutoConfiguration,9
spring-boot,SolrProperties,1
spring-boot,NoneNestedConditions,5
spring-boot,OnExpressionCondition,8
spring-boot,BeanTypeRegistry,19
spring-boot,AbstractNestedCondition,17
spring-boot,SpringBootCondition,10
spring-boot,ConditionOutcome,2
spring-boot,ConditionEvaluationReport,11
spring-boot,OnClassCondition,10
spring-boot,OnJavaCondition,8
spring-boot,SearchStrategy,0
spring-boot,OnWebApplicationCondition,9
spring-boot,OnJndiCondition,10
spring-boot,ConditionalOnJava,3
spring-boot,OnCloudPlatformCondition,9
spring-boot,OnBeanCondition,26
spring-boot,ResourceCondition,9
spring-boot,ConditionMessage,4
spring-boot,OnPropertyCondition,12
spring-boot,AnyNestedCondition,6
spring-boot,OnResourceCondition,10
spring-boot,AllNestedConditions,5
spring-boot,JestProperties,2
spring-boot,JestAutoConfiguration,15
spring-boot,ConfigurationPropertiesAutoConfiguration,2
spring-boot,HikariDriverConfigurationFailureAnalyzer,3
spring-boot,JdbcTemplateAutoConfiguration,9
spring-boot,DataSourceBuilder,3
spring-boot,JndiDataSourceAutoConfiguration,11
spring-boot,DataSourceTransactionManagerAutoConfiguration,8
spring-boot,CommonsDbcp2DataSourcePoolMetadata,2
spring-boot,AbstractDataSourcePoolMetadata,3
spring-boot,DataSourcePoolMetadata,0
spring-boot,HikariDataSourcePoolMetadata,5
spring-boot,DataSourcePoolMetadataProvidersConfiguration,13
spring-boot,DataSourcePoolMetadataProviders,3
spring-boot,TomcatDataSourcePoolMetadata,3
spring-boot,DataSourcePoolMetadataProvider,1
spring-boot,DataSourceInitializedEvent,1
spring-boot,DataSourceInitializerPostProcessor,8
spring-boot,DataSourceConfiguration,13
spring-boot,DataSourceBeanCreationFailureAnalyzer,5
spring-boot,XADataSourceAutoConfiguration,11
spring-boot,EmbeddedDataSourceConfiguration,7
spring-boot,DataSourceInitializer,10
spring-boot,EmbeddedDatabaseConnection,4
spring-boot,DataSourceProperties,11
spring-boot,DataSourceAutoConfiguration,26
spring-boot,ThymeleafProperties,2
spring-boot,AbstractTemplateResolverConfiguration,8
spring-boot,ThymeleafTemplateAvailabilityProvider,4
spring-boot,ThymeleafAutoConfiguration,30
spring-boot,AbstractThymeleafViewResolverConfiguration,8
spring-boot,Jackson2ObjectMapperBuilderCustomizer,1
spring-boot,JacksonAutoConfiguration,27
spring-boot,JacksonProperties,8
spring-boot,NoSuchBeanDefinitionFailureAnalyzer,18
spring-boot,MessageSourceAutoConfiguration,19
spring-boot,ImportAutoConfigurationImportSelector,4
spring-boot,HazelcastJpaDependencyAutoConfiguration,9
spring-boot,HazelcastAutoConfiguration,12
spring-boot,HazelcastConfigResourceCondition,5
spring-boot,HazelcastInstanceFactory,4
spring-boot,HazelcastProperties,3
spring-boot,PropertyPlaceholderAutoConfiguration,5
spring-boot,MustacheTemplateAvailabilityProvider,4
spring-boot,MustacheView,4
spring-boot,MustacheViewResolver,8
spring-boot,MustacheResourceTemplateLoader,3
spring-boot,MustacheCompilerFactoryBean,6
spring-boot,MustacheEnvironmentCollector,9
spring-boot,MustacheAutoConfiguration,16
spring-boot,MustacheProperties,2
spring-boot,CassandraAutoConfiguration,16
spring-boot,CassandraProperties,3
spring-boot,JndiSessionConfiguration,8
spring-boot,MailSenderAutoConfiguration,15
spring-boot,MailProperties,1
spring-boot,MailSenderValidatorAutoConfiguration,5
spring-boot,TransactionAutoConfiguration,8
spring-boot,NarayanaJtaConfiguration,17
spring-boot,AtomikosJtaConfiguration,17
spring-boot,JtaProperties,1
spring-boot,JtaAutoConfiguration,5
spring-boot,BitronixJtaConfiguration,14
spring-boot,JndiJtaConfiguration,6
spring-boot,CouchbaseAutoConfiguration,20
spring-boot,CouchbaseProperties,7
spring-boot,JooqProperties,2
spring-boot,JooqAutoConfiguration,29
spring-boot,SpringTransaction,2
spring-boot,SpringTransactionProvider,7
spring-boot,JooqExceptionTranslator,10
spring-boot,BatchAutoConfiguration,25
spring-boot,BatchDatabaseInitializer,3
spring-boot,BatchProperties,3
spring-boot,JobLauncherCommandLineRunner,20
spring-boot,JobExecutionEvent,2
spring-boot,JobExecutionExitCodeGenerator,5
spring-boot,BasicBatchConfigurer,15
spring-boot,CloudAutoConfigurationTests,2
spring-boot,WebServicesAutoConfigurationTests,8
spring-boot,JerseyAutoConfigurationCustomObjectMapperProviderTests,15
spring-boot,JerseyAutoConfigurationCustomLoadOnStartupTests,10
spring-boot,JerseyAutoConfigurationCustomFilterContextPathTests,15
spring-boot,JerseyAutoConfigurationCustomServletPathTests,15
spring-boot,JerseyAutoConfigurationDefaultFilterPathTests,14
spring-boot,JerseyAutoConfigurationWithoutApplicationPathTests,14
spring-boot,JerseyAutoConfigurationCustomFilterPathTests,15
spring-boot,JerseyAutoConfigurationDefaultServletPathTests,14
spring-boot,JerseyAutoConfigurationCustomServletContextPathTests,15
spring-boot,JerseyAutoConfigurationObjectMapperProviderTests,15
spring-boot,JerseyAutoConfigurationServletContainerTests,18
spring-boot,SpringJUnitTests,9
spring-boot,GroovyTemplateAutoConfigurationTests,12
spring-boot,BasicErrorControllerDirectMockMvcTests,18
spring-boot,DefaultErrorViewResolverTests,18
spring-boot,BasicErrorControllerMockMvcTests,28
spring-boot,RemappedErrorViewIntegrationTests,13
spring-boot,EmbeddedServletContainerAutoConfigurationTests,21
spring-boot,HttpEncodingAutoConfigurationTests,17
spring-boot,DefaultErrorViewIntegrationTests,12
spring-boot,BasicErrorControllerIntegrationTests,30
spring-boot,ConditionalOnEnabledResourceChainTests,7
spring-boot,NonRecursivePropertyPlaceholderHelperTests,2
spring-boot,JspTemplateAvailabilityProviderTests,5
spring-boot,EmbeddedServletContainerServletContextListenerTests,11
spring-boot,HttpMessageConvertersTests,13
spring-boot,HttpMessageConvertersAutoConfigurationTests,17
spring-boot,WebMvcAutoConfigurationTests,50
spring-boot,ServerPropertiesTests,23
spring-boot,ResourcePropertiesTests,2
spring-boot,DispatcherServletAutoConfigurationTests,17
spring-boot,FilterOrderingIntegrationTests,13
spring-boot,ServerPropertiesAutoConfigurationTests,18
spring-boot,DefaultErrorAttributesTests,10
spring-boot,WebClientAutoConfigurationTests,15
spring-boot,MultipartAutoConfigurationTests,28
spring-boot,EntityScanPackagesTests,10
spring-boot,EmbeddableC,1
spring-boot,EntityC,1
spring-boot,EntityA,1
spring-boot,EmbeddableA,1
spring-boot,EntityB,1
spring-boot,EmbeddableB,1
spring-boot,EntityScannerTests,7
spring-boot,ViewResolverPropertiesTests,4
spring-boot,TemplateAvailabilityProvidersTests,12
spring-boot,EmbeddedMongoAutoConfigurationTests,12
spring-boot,MongoAutoConfigurationTests,9
spring-boot,MongoPropertiesTests,18
spring-boot,SpringApplicationAdminJmxAutoConfigurationTests,11
spring-boot,JmsAutoConfigurationTests,30
spring-boot,JmsPropertiesTests,3
spring-boot,ArtemisEmbeddedConfigurationFactoryTests,3
spring-boot,ArtemisAutoConfigurationTests,39
spring-boot,ActiveMQAutoConfigurationTests,10
spring-boot,ActiveMQPropertiesTests,3
spring-boot,AopAutoConfigurationTests,10
spring-boot,WebSocketMessagingAutoConfigurationTests,33
spring-boot,WebSocketAutoConfigurationTests,11
spring-boot,User,3
spring-boot,SecurityConfig,7
spring-boot,UserRepository,3
spring-boot,JpaUserDetailsTests,6
spring-boot,SecurityAutoConfigurationTests,28
spring-boot,SecurityFilterAutoConfigurationEarlyInitializationTests,23
spring-boot,ResourceServerTokenServicesConfigurationTests,33
spring-boot,FixedAuthoritiesExtractorTests,2
spring-boot,ResourceServerPropertiesTests,3
spring-boot,UserInfoTokenServicesRefreshTokenTests,22
spring-boot,UserInfoTokenServicesTests,8
spring-boot,CustomOAuth2SsoConfigurationTests,19
spring-boot,CustomRestTemplateBasicOAuth2SsoConfigurationTests,16
spring-boot,CustomOAuth2SsoWithAuthenticationEntryPointConfigurationTests,19
spring-boot,BasicOAuth2SsoConfigurationTests,15
spring-boot,OAuth2AutoConfigurationTests,59
spring-boot,SecurityFilterAutoConfigurationTests,5
spring-boot,SecurityPropertiesTests,4
spring-boot,SpringBootWebSecurityConfigurationTests,20
spring-boot,ImportAutoConfigurationTests,6
spring-boot,ReactorAutoConfigurationTests,8
spring-boot,EarlyInitFactoryBean,3
spring-boot,JmxAutoConfigurationTests,19
spring-boot,IntegrationAutoConfigurationTests,9
spring-boot,CustomHibernateJpaAutoConfigurationTests,7
spring-boot,JpaPropertiesTests,9
spring-boot,AbstractJpaAutoConfigurationTests,26
spring-boot,City,4
spring-boot,HibernateJpaAutoConfigurationTests,11
spring-boot,AutoConfigurationReproTests,6
spring-boot,SpringDataWebAutoConfigurationTests,6
spring-boot,MongoRepositoriesAutoConfigurationTests,8
spring-boot,MongoDataAutoConfigurationTests,21
spring-boot,MixedMongoRepositoriesAutoConfigurationTests,12
spring-boot,Country,4
spring-boot,CountryRepository,2
spring-boot,CityRepository,5
spring-boot,City,4
spring-boot,JpaWebAutoConfigurationTests,6
spring-boot,JpaRepositoriesAutoConfigurationTests,7
spring-boot,CityRepository,5
spring-boot,City,4
spring-boot,Country,2
spring-boot,CountryRepository,2
spring-boot,MixedNeo4jRepositoriesAutoConfigurationTests,13
spring-boot,EmptyMarker,0
spring-boot,Neo4jDataAutoConfigurationTests,12
spring-boot,Neo4jPropertiesTests,12
spring-boot,Neo4jRepositoriesAutoConfigurationTests,8
spring-boot,CityRepository,5
spring-boot,City,3
spring-boot,RepositoryRestMvcAutoConfigurationTests,17
spring-boot,EmptyDataPackage,0
spring-boot,RedisAutoConfigurationTests,7
spring-boot,CityRepository,5
spring-boot,City,2
spring-boot,RedisRepositoriesAutoConfigurationTests,8
spring-boot,CityRepository,5
spring-boot,City,3
spring-boot,SolrRepositoriesAutoConfigurationTests,6
spring-boot,ElasticsearchAutoConfigurationTests,10
spring-boot,ElasticsearchRepositoriesAutoConfigurationTests,7
spring-boot,ElasticsearchDataAutoConfigurationTests,4
spring-boot,CityRepository,5
spring-boot,City,2
spring-boot,CassandraRepositoriesAutoConfigurationTests,12
spring-boot,CassandraDataAutoConfigurationIntegrationTests,9
spring-boot,CityRepository,2
spring-boot,City,4
spring-boot,CassandraTestServer,8
spring-boot,CassandraDataAutoConfigurationTests,9
spring-boot,CouchbaseRepositoriesAutoConfigurationTests,8
spring-boot,CityRepository,2
spring-boot,City,3
spring-boot,CouchbaseDataAutoConfigurationTests,19
spring-boot,CityMongoDbRepository,2
spring-boot,CityJpaRepository,2
spring-boot,CityNeo4jRepository,2
spring-boot,CityRedisRepository,2
spring-boot,CitySolrRepository,2
spring-boot,CityElasticsearchDbRepository,2
spring-boot,CityCassandraRepository,2
spring-boot,CityCouchbaseRepository,2
spring-boot,MessageSourceAutoConfigurationIntegrationTests,8
spring-boot,MockCachingProvider,9
spring-boot,CacheAutoConfigurationTests,80
spring-boot,CacheManagerCustomizersTests,16
spring-boot,AutoConfigurationReportLoggingInitializerTests,18
spring-boot,H2ConsoleAutoConfigurationTests,8
spring-boot,H2ConsoleAutoConfigurationIntegrationTests,13
spring-boot,SessionAutoConfigurationTests,13
spring-boot,SessionAutoConfigurationRedisTests,7
spring-boot,SessionAutoConfigurationJdbcTests,5
spring-boot,AbstractSessionAutoConfigurationTests,7
spring-boot,TwitterAutoConfigurationTests,3
spring-boot,FacebookAutoConfigurationTests,3
spring-boot,AbstractSocialAutoConfigurationTests,2
spring-boot,LinkedInAutoConfigurationTests,3
spring-boot,MultiApiAutoConfigurationTests,3
spring-boot,EnableAutoConfigurationImportSelectorTests,12
spring-boot,PersistenceExceptionTranslationAutoConfigurationTests,11
spring-boot,LiquibaseAutoConfigurationTests,15
spring-boot,DeviceResolverAutoConfigurationTests,15
spring-boot,DeviceDelegatingViewResolverAutoConfigurationTests,14
spring-boot,SitePreferenceAutoConfigurationTests,11
spring-boot,PropertyPlaceholderAutoConfigurationTests,9
spring-boot,ProjectInfoAutoConfigurationTests,9
spring-boot,TestAutoConfigurationPackageRegistrar,5
spring-boot,SendGridAutoConfigurationTests,8
spring-boot,FlywayAutoConfigurationTests,18
spring-boot,MessageSourceAutoConfigurationTests,12
spring-boot,ImportAutoConfigurationImportSelectorTests,14
spring-boot,FreeMarkerTemplateAvailabilityProviderTests,6
spring-boot,FreeMarkerAutoConfigurationTests,17
spring-boot,RabbitAutoConfigurationTests,32
spring-boot,RabbitPropertiesTests,2
spring-boot,MessageSourceAutoConfigurationProfileTests,9
spring-boot,HypermediaAutoConfigurationTests,15
spring-boot,GsonAutoConfigurationTests,5
spring-boot,AllNestedConditionsTests,9
spring-boot,ConditionMessageTests,2
spring-boot,ConditionalOnClassTests,7
spring-boot,AnyNestedConditionTests,10
spring-boot,ConditionalOnMissingBeanTests,25
spring-boot,ConditionalOnExpressionTests,5
spring-boot,ConditionalOnBeanTests,13
spring-boot,ConditionalOnCloudPlatformTests,6
spring-boot,ResourceConditionTests,9
spring-boot,ConditionEvaluationReportTests,24
spring-boot,ScannedFactoryBeanWithBeanMethodArgumentsConfiguration,4
spring-boot,ScannedFactoryBeanConfiguration,5
spring-boot,ConditionalOnMissingClassTests,5
spring-boot,ConditionalOnJavaTests,9
spring-boot,NoneNestedConditionsTests,9
spring-boot,OnBeanConditionTypeDeductionFailureTests,12
spring-boot,SpringBootConditionTests,10
spring-boot,ConditionalOnNotWebApplicationTests,6
spring-boot,ConditionalOnResourceTests,6
spring-boot,ConditionalOnPropertyTests,10
spring-boot,ConditionalOnWebApplicationTests,6
spring-boot,ConditionalOnSingleCandidateTests,10
spring-boot,ConditionalOnJndiTests,17
spring-boot,FirstConfiguration,2
spring-boot,SecondConfiguration,2
spring-boot,JestAutoConfigurationTests,15
spring-boot,ConfigurationPropertiesAutoConfigurationTests,8
spring-boot,XADataSourceAutoConfigurationTests,11
spring-boot,JdbcTemplateAutoConfigurationTests,14
spring-boot,DataSourceBeanCreationFailureAnalyzerTests,9
spring-boot,TestDataSource,1
spring-boot,DataSourceInitializerTests,17
spring-boot,JndiDataSourceAutoConfigurationTests,8
spring-boot,MultiDataSourceConfiguration,3
spring-boot,AbstractDataSourcePoolMetadataTests,7
spring-boot,HikariDataSourcePoolMetadataTests,5
spring-boot,CommonsDbcp2DataSourcePoolMetadataTests,8
spring-boot,DataSourcePoolMetadataProvidersTests,6
spring-boot,TomcatDataSourcePoolMetadataTests,5
spring-boot,DataSourcePropertiesTests,2
spring-boot,EmbeddedDataSourceConfigurationTests,5
spring-boot,TomcatDataSourceConfigurationTests,14
spring-boot,DataSourceJsonSerializationTests,16
spring-boot,DataSourceAutoConfigurationTests,13
spring-boot,EmbeddedDatabaseConnectionTests,3
spring-boot,HikariDriverConfigurationFailureAnalyzerTests,9
spring-boot,MultiDataSourceUsingPrimaryConfiguration,4
spring-boot,HikariDataSourceConfigurationTests,10
spring-boot,DataSourceTransactionManagerAutoConfigurationTests,6
spring-boot,AutoConfigureConfigurationClassTests,1
spring-boot,AutoConfigurationPackagesTests,8
spring-boot,ThymeleafAutoConfigurationTests,24
spring-boot,ThymeleafTemplateAvailabilityProviderTests,6
spring-boot,JacksonAutoConfigurationTests,34
spring-boot,NoSuchBeanDefinitionFailureAnalyzerTests,17
spring-boot,JndiPropertiesHidingClassLoader,0
spring-boot,TestableInitialContextFactory,1
spring-boot,HazelcastAutoConfigurationTests,13
spring-boot,HazelcastJpaDependencyAutoConfigurationTests,8
spring-boot,AdhocTestSuite,3
spring-boot,MustacheAutoConfigurationIntegrationTests,12
spring-boot,MustacheWebIntegrationTests,15
spring-boot,MustacheViewResolverTests,7
spring-boot,MustacheViewTests,7
spring-boot,MustacheStandaloneIntegrationTests,8
spring-boot,CassandraAutoConfigurationTests,6
spring-boot,MailSenderAutoConfigurationTests,15
spring-boot,TransactionAutoConfigurationTests,11
spring-boot,JtaAutoConfigurationTests,23
spring-boot,CouchbaseTestConfigurer,6
spring-boot,CouchbaseAutoConfigurationTests,14
spring-boot,CouchbaseTestServer,10
spring-boot,AbstractCouchbaseAutoConfigurationTests,4
spring-boot,CouchbaseAutoConfigurationIntegrationTests,8
spring-boot,AutoConfigurationSorterTests,8
spring-boot,JooqExceptionTranslatorTests,9
spring-boot,JooqAutoConfigurationTests,28
spring-boot,TestAutoConfigurationSorter,2
spring-boot,BatchAutoConfigurationTests,33
spring-boot,JobLauncherCommandLineRunnerTests,27
spring-boot,JobExecutionExitCodeGeneratorTests,4
spring-boot,RemoteDebugNotRunningException,0
spring-boot,HttpTunnelServer,16
spring-boot,HttpTunnelServerHandler,4
spring-boot,SocketTargetServerConnection,4
spring-boot,RemoteDebugPortProvider,4
spring-boot,TargetServerConnection,0
spring-boot,StaticPortProvider,1
spring-boot,PortProvider,0
spring-boot,TunnelClient,6
spring-boot,TunnelClientListener,0
spring-boot,TunnelConnection,0
spring-boot,TunnelClientListeners,1
spring-boot,HttpTunnelConnection,12
spring-boot,HttpTunnelPayload,8
spring-boot,HttpTunnelPayloadForwarder,1
spring-boot,ConnectionInputStream,1
spring-boot,ConnectionOutputStream,1
spring-boot,ConnectionClosedException,0
spring-boot,Frame,4
spring-boot,Connection,6
spring-boot,LiveReloadServer,2
spring-boot,ClassPathFolders,1
spring-boot,PatternClassPathRestartStrategy,3
spring-boot,ClassPathRestartStrategy,1
spring-boot,ClassPathChangedEvent,2
spring-boot,ClassPathFileChangeListener,7
spring-boot,ClassPathFileSystemWatcher,8
spring-boot,DevToolsSettings,1
spring-boot,HttpRestartServer,6
spring-boot,SourceFolderUrlFilter,0
spring-boot,DefaultSourceFolderUrlFilter,2
spring-boot,RestartServer,5
spring-boot,HttpRestartServerHandler,4
spring-boot,SilentExitExceptionHandler,2
spring-boot,OnInitializedRestarterCondition,8
spring-boot,RestartScopeInitializer,7
spring-boot,RestartLauncher,0
spring-boot,MainMethod,1
spring-boot,AgentReloader,0
spring-boot,FailureHandler,2
spring-boot,RestartListener,0
spring-boot,DefaultRestartInitializer,2
spring-boot,RestartClassLoader,9
spring-boot,ClassLoaderFile,2
spring-boot,ClassLoaderFileURLStreamHandler,2
spring-boot,ClassLoaderFiles,5
spring-boot,ClassLoaderFileRepository,3
spring-boot,RestartInitializer,2
spring-boot,Restarter,16
spring-boot,RestartApplicationListener,11
spring-boot,ChangeableUrls,3
spring-boot,FileWatchingFailureHandler,6
spring-boot,DevToolsProperties,5
spring-boot,TriggerFileFilter,0
spring-boot,OptionalLiveReloadServer,2
spring-boot,HateoasObjenesisCacheDisabler,0
spring-boot,DevToolsDataSourceAutoConfiguration,22
spring-boot,RemoteDevToolsAutoConfiguration,28
spring-boot,LocalDevToolsAutoConfiguration,23
spring-boot,RemoteDevToolsProperties,3
spring-boot,RemoteUrlPropertyExtractor,6
spring-boot,Dispatcher,5
spring-boot,AccessManager,2
spring-boot,DispatcherFilter,14
spring-boot,HttpStatusHandler,4
spring-boot,HttpHeaderAccessManager,2
spring-boot,UrlHandlerMapper,4
spring-boot,Handler,2
spring-boot,HandlerMapper,2
spring-boot,HttpHeaderInterceptor,5
spring-boot,ClassPathChangeUploader,14
spring-boot,RemoteClientConfiguration,36
spring-boot,DelayedLiveReloadTrigger,6
spring-boot,LoggingTunnelClientListener,2
spring-boot,LocalDebugPortAvailableCondition,7
spring-boot,RemoteSpringApplication,9
spring-boot,DevToolsHomePropertiesPostProcessor,5
spring-boot,DevToolsPropertyDefaultsPostProcessor,5
spring-boot,FileChangeListener,1
spring-boot,FileSnapshot,1
spring-boot,FileSystemWatcher,3
spring-boot,FileSystemWatcherFactory,1
spring-boot,ChangedFiles,2
spring-boot,FolderSnapshot,4
spring-boot,ChangedFile,2
spring-boot,HttpTunnelServerTests,26
spring-boot,SocketTargetServerConnectionTests,7
spring-boot,HttpTunnelServerHandlerTests,9
spring-boot,StaticPortProviderTests,4
spring-boot,HttpTunnelConnectionTests,12
spring-boot,TunnelClientTests,9
spring-boot,HttpTunnelPayloadForwarderTests,6
spring-boot,HttpTunnelPayloadTests,11
spring-boot,ConnectionInputStreamTests,6
spring-boot,FrameTests,8
spring-boot,ConnectionOutputStreamTests,3
spring-boot,LiveReloadServerTests,19
spring-boot,PatternClassPathRestartStrategyTests,4
spring-boot,ClassPathFileChangeListenerTests,15
spring-boot,ClassPathChangedEventTests,5
spring-boot,ClassPathFileSystemWatcherTests,19
spring-boot,DevToolsSettingsTests,4
spring-boot,DefaultSourceFolderUrlFilterTests,2
spring-boot,HttpRestartServerTests,17
spring-boot,HttpRestartServerHandlerTests,9
spring-boot,RestartServerTests,10
spring-boot,SilentExitExceptionHandlerTests,4
spring-boot,OnInitializedRestarterConditionTests,8
spring-boot,MockRestarter,9
spring-boot,DefaultRestartInitializerTests,3
spring-boot,RestartApplicationListenerTests,7
spring-boot,RestarterTests,23
spring-boot,ChangeableUrlsTests,4
spring-boot,MockRestartInitializer,1
spring-boot,RestartScopeInitializerTests,12
spring-boot,ClassLoaderFilesTests,7
spring-boot,ClassLoaderFileTests,5
spring-boot,Sample,0
spring-boot,RestartClassLoaderTests,10
spring-boot,SampleParent,0
spring-boot,MainMethodTests,5
spring-boot,OptionalLiveReloadServerTests,3
spring-boot,AbstractDevToolsDataSourceAutoConfigurationTests,12
spring-boot,LocalDevToolsAutoConfigurationTests,25
spring-boot,TriggerFileFilterTests,4
spring-boot,DevToolsEmbeddedDataSourceAutoConfigurationTests,5
spring-boot,DevToolsPropertiesTests,3
spring-boot,RemoteDevToolsAutoConfigurationTests,26
spring-boot,DevToolsPooledDataSourceAutoConfigurationTests,3
spring-boot,RemoteUrlPropertyExtractorTests,11
spring-boot,DispatcherTests,15
spring-boot,UrlHandlerMapperTests,8
spring-boot,DispatcherFilterTests,23
spring-boot,HttpHeaderAccessManagerTests,7
spring-boot,HttpStatusHandlerTests,9
spring-boot,LocalDebugPortAvailableConditionTests,8
spring-boot,DelayedLiveReloadTriggerTests,10
spring-boot,ClassPathChangeUploaderTests,18
spring-boot,RemoteClientConfigurationTests,23
spring-boot,HttpHeaderInterceptorTests,12
spring-boot,MockClientHttpRequestFactory,11
spring-boot,HttpTunnelIntegrationTests,23
spring-boot,DevToolsHomePropertiesPostProcessorTests,9
spring-boot,DevToolPropertiesIntegrationTests,8
spring-boot,FolderSnapshotTests,9
spring-boot,ChangedFileTests,5
spring-boot,FileSystemWatcherTests,9
spring-boot,FileSnapshotTests,5
spring-boot,CloudFoundryVcapEnvironmentPostProcessor,8
spring-boot,CloudPlatform,3
spring-boot,SpringBootVersion,0
spring-boot,SpringApplication,45
spring-boot,ServletContextApplicationContextInitializer,5
spring-boot,SpringBootServletInitializer,13
spring-boot,ServletContextApplicationListener,7
