PROJECT,CLASS,TESTCASE,TIME
spring-data-examples,example.springdata.cassandra.basic.BasicUserRepositoryTests,example.springdata.cassandra.basic.BasicUserRepositoryTests,0
spring-data-examples,example.springdata.cassandra.basic.CassandraOperationsIntegrationTests,example.springdata.cassandra.basic.CassandraOperationsIntegrationTests,0
spring-data-examples,example.springdata.cassandra.convert.ConversionIntegrationTests,example.springdata.cassandra.convert.ConversionIntegrationTests,0
spring-data-examples,example.springdata.cassandra.projection.CustomerRepositoryIntegrationTest,example.springdata.cassandra.projection.CustomerRepositoryIntegrationTest,0
spring-data-examples,example.springdata.cassandra.java8.Java8IntegrationTests,example.springdata.cassandra.java8.Java8IntegrationTests,0
spring-data-examples,example.springdata.cassandra.java8.Jsr310IntegrationTests,example.springdata.cassandra.java8.Jsr310IntegrationTests,0
spring-data-examples,example.springdata.elasticsearch.conference.ElasticsearchOperationsTest,geoSpatialSearch,0.409
spring-data-examples,example.springdata.elasticsearch.conference.ElasticsearchOperationsTest,textSearch,0.038
spring-data-examples,example.springdata.jpa.eclipselink.CustomerRepositoryIntegrationTests,createsCustomer,0.054
spring-data-examples,example.springdata.jpa.auditing.AuditableUserSample,auditEntityCreation,0.027
spring-data-examples,example.springdata.jpa.basics.BasicFactorySetup,executingFinders,0.034
spring-data-examples,example.springdata.jpa.basics.BasicSample,savingUsers,0.111
spring-data-examples,example.springdata.jpa.custom.UserRepositoryCustomizationTests,saveAndFindByLastNameAndFindByUserName,0.01
spring-data-examples,example.springdata.jpa.custom.UserRepositoryCustomizationTests,testCustomMethod,0.006
spring-data-examples,example.springdata.jpa.custom.UserRepositoryCustomizationTests,testInsert,0.026
spring-data-examples,example.springdata.jpa.customall.UserRepositoryCustomizationTests,invokesCustomMethod,0.005
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,supportsProjectionInCombinationWithPagination,0.078
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectsDynamically,0.011
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectIndividualInstance,0.009
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectsIndividualDynamically,0.032
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectsToDto,0.008
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectsMapIntoInterface,0.008
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,appliesProjectionToOptional,0.009
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectsDtoUsingConstructorExpression,0.006
spring-data-examples,example.springdata.jpa.projections.CustomerRepositoryIntegrationTest,projectsEntityIntoInterface,0.008
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,removeByLastname,0.044
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,findByFirstnameOrLastname,0.008
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,findSavedUserById,0.002
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,useOptionalAsReturnAndParameterType,0.007
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,useSliceToLoadContent,0.014
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,findTop2ByWithSort,0.012
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,findSavedUserByLastname,0.004
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,findByFirstnameOrLastnameUsingSpEL,0.009
spring-data-examples,example.springdata.jpa.simple.SimpleUserRepositoryTests,findFirst2ByOrderByLastnameAsc,0.005
spring-data-examples,example.springdata.jpa.interceptors.InterceptorIntegrationTest,foo,0.05
spring-data-examples,example.springdata.jpa.java8.Java8IntegrationTests,providesFindOneWithOptional,0.079
spring-data-examples,example.springdata.jpa.java8.Java8IntegrationTests,invokesDefaultMethod,0.029
spring-data-examples,example.springdata.jpa.java8.Java8IntegrationTests,useJava8StreamsWithCustomQuery,0.018
spring-data-examples,example.springdata.jpa.java8.Java8IntegrationTests,useJava8StreamsWithDerivedQuery,0.012
spring-data-examples,example.springdata.jpa.java8.Java8IntegrationTests,supportsCompletableFuturesAsReturnTypeWrapper,0.515
spring-data-examples,example.springdata.jpa.java8.Java8IntegrationTests,auditingSetsJdk8DateTimeTypes,0.011
spring-data-examples,example.springdata.jpa.storedprocedures.UserRepositoryIntegrationTests,invokeDerivedStoredProcedure,0.068
spring-data-examples,example.springdata.jpa.storedprocedures.UserRepositoryIntegrationTests,plainJpa21_entityAnnotatedCustomNamedProcedurePlus1IO,0.005
spring-data-examples,example.springdata.jpa.storedprocedures.UserRepositoryIntegrationTests,plainJpa21,0.004
spring-data-examples,example.springdata.jpa.storedprocedures.UserRepositoryIntegrationTests,entityAnnotatedCustomNamedProcedurePlus1IO,0.003
spring-data-examples,example.springdata.jpa.multipleds.customer.CustomerRepositoryTests,findsCustomerByLastname,0.116
spring-data-examples,example.springdata.jpa.multipleds.order.OrderRepositoryTests,persistsAndFindsCustomer,0.018
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryInheritanceIntegrationTests,countSubtypesByExample,0.014
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryInheritanceIntegrationTests,countByExample,0.007
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryIntegrationTests,countBySimpleExample,0.285
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryIntegrationTests,ignorePropertiesAndMatchByAge,0.015
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryIntegrationTests,valueTransformer,0.015
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryIntegrationTests,matchStartingStringsIgnoreCase,0.016
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryIntegrationTests,configuringMatchersUsingLambdas,0.008
spring-data-examples,example.springdata.jpa.querybyexample.UserRepositoryIntegrationTests,substringMatching,0.012
spring-data-examples,example.springdata.jpa.security.SecurityIntegrationTests,findBusinessObjectsForCurrentUserShouldReturnOnlyBusinessObjectsWhereCurrentUserIsOwner,0.102
spring-data-examples,example.springdata.jpa.security.SecurityIntegrationTests,findBusinessObjectsForCurrentUserByIdShouldReturnOnlyBusinessObjectsWhereCurrentUserIsOwner,0.014
spring-data-examples,example.springdata.jpa.security.SecurityIntegrationTests,findBusinessObjectsForCurrentUserByIdShouldReturnAllObjectsForAdmin,0.011
spring-data-examples,example.springdata.jpa.security.SecurityIntegrationTests,findBusinessObjectsForCurrentUserShouldReturnAllObjectsForAdmin,0.01
spring-data-examples,example.springdata.jpa.security.SecurityIntegrationTests,customUpdateStatementShouldAllowToUseSecurityContextInformationViaSpelParameters,0.043
spring-data-examples,example.springdata.jpa.showcase.after.AccountRepositoryIntegrationTest,savesAccount,0.065
spring-data-examples,example.springdata.jpa.showcase.after.AccountRepositoryIntegrationTest,findsCustomersAccounts,0.156
spring-data-examples,example.springdata.jpa.showcase.after.CustomerRepositoryIntegrationTest,findsFirstPageOfMatthews,0.025
spring-data-examples,example.springdata.jpa.showcase.after.CustomerRepositoryIntegrationTest,findsCustomerById,0.009
spring-data-examples,example.springdata.jpa.showcase.after.CustomerRepositoryIntegrationTest,findsCustomersBySpecification,0.05
spring-data-examples,example.springdata.jpa.showcase.after.CustomerRepositoryIntegrationTest,findsAllCustomers,0.008
spring-data-examples,example.springdata.jpa.showcase.before.AccountServiceIntegrationTest,testname,0.016
spring-data-examples,example.springdata.jpa.showcase.before.AccountServiceIntegrationTest,savesAccount,0.006
spring-data-examples,example.springdata.jpa.showcase.before.CustomerServiceIntegrationTest,findsCustomerById,0.014
spring-data-examples,example.springdata.jpa.showcase.before.CustomerServiceIntegrationTest,findsPageOfMatthews,0.008
spring-data-examples,example.springdata.jpa.showcase.before.CustomerServiceIntegrationTest,findsAllCustomers,0.008
spring-data-examples,example.springdata.map.PersonRepositoryIntegrationTest,findsPersonByAge,0.088
spring-data-examples,example.springdata.map.PersonRepositoryIntegrationTest,storesPerson,0.003
spring-data-examples,example.springdata.mongodb.aggregation.OrderRepositoryIntegrationTests,createsInvoiceViaAggregation,0.387
spring-data-examples,example.springdata.mongodb.advanced.AdvancedIntegrationTests,findByFirstnameUsingMetaAttributes,0.254
spring-data-examples,example.springdata.mongodb.advanced.ServersideScriptTests,complexScriptExecutionSimulatingPutIfAbsent,0.068
spring-data-examples,example.springdata.mongodb.advanced.ServersideScriptTests,saveAndCallScriptViaName,0.324
spring-data-examples,example.springdata.mongodb.customer.CustomerRepositoryIntegrationTest,exposesGeoSpatialFunctionality,0.39
spring-data-examples,example.springdata.mongodb.customer.CustomerRepositoryIntegrationTest,findCustomersUsingQuerydslSort,0.074
spring-data-examples,example.springdata.mongodb.customer.CustomerRepositoryIntegrationTest,setsIdOnSave,0.007
spring-data-examples,example.springdata.mongodb.projections.CustomerRepositoryIntegrationTest,supportsProjectionInCombinationWithPagination,0.3
spring-data-examples,example.springdata.mongodb.projections.CustomerRepositoryIntegrationTest,projectsDynamically,0.013
spring-data-examples,example.springdata.mongodb.projections.CustomerRepositoryIntegrationTest,projectIndividualInstance,0.009
spring-data-examples,example.springdata.mongodb.projections.CustomerRepositoryIntegrationTest,projectsIndividualDynamically,0.025
spring-data-examples,example.springdata.mongodb.projections.CustomerRepositoryIntegrationTest,projectsToDto,0.01
spring-data-examples,example.springdata.mongodb.projections.CustomerRepositoryIntegrationTest,projectsEntityIntoInterface,0.006
spring-data-examples,example.springdata.mongodb.geojson.StoreRepositoryTests,findWithinGeoJsonPolygon,0.061
spring-data-examples,example.springdata.mongodb.geojson.StoreRepositoryTests,findStoresThatIntersectGivenPolygon,0.021
spring-data-examples,example.springdata.mongodb.geojson.StoreRepositoryTests,findWithinLegacyPolygon,0.023
spring-data-examples,example.springdata.mongodb.people.PersonRepositoryIntegrationTest,shouldPerformConversionBeforeResultProcessing,0.345
spring-data-examples,example.springdata.mongodb.people.PersonRepositoryIntegrationTest,shouldPerformConversionDuringJava8StreamProcessing,0.019
spring-data-examples,example.springdata.mongodb.querybyexample.ContactRepositoryIntegrationTests,findAllPersonsBySimpleExample,0.018
spring-data-examples,example.springdata.mongodb.querybyexample.ContactRepositoryIntegrationTests,countByConcreteSubtypeExample,0.007
spring-data-examples,example.springdata.mongodb.querybyexample.ContactRepositoryIntegrationTests,findAllRelativesBySimpleExample,0.01
spring-data-examples,example.springdata.mongodb.querybyexample.MongoOperationsIntegrationTests,regexMatching,0.007
spring-data-examples,example.springdata.mongodb.querybyexample.MongoOperationsIntegrationTests,ignoreNullProperties,0.006
spring-data-examples,example.springdata.mongodb.querybyexample.MongoOperationsIntegrationTests,valueTransformer,0.007
spring-data-examples,example.springdata.mongodb.querybyexample.MongoOperationsIntegrationTests,matchStartingStringsIgnoreCase,0.006
spring-data-examples,example.springdata.mongodb.querybyexample.MongoOperationsIntegrationTests,configuringMatchersUsingLambdas,0.006
spring-data-examples,example.springdata.mongodb.querybyexample.MongoOperationsIntegrationTests,substringMatching,0.006
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,countBySimpleExample,0.332
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,ignorePropertiesAndMatchByAge,0.02
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,regexMatching,0.018
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,valueTransformer,0.01
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,matchStartingStringsIgnoreCase,0.008
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,configuringMatchersUsingLambdas,0.009
spring-data-examples,example.springdata.mongodb.querybyexample.UserRepositoryIntegrationTests,substringMatching,0.007
spring-data-examples,example.springdata.mongodb.security.PersonRepositoryIntegrationTest,nonAdminCallingShouldReturnOnlyItSelfAsPerson,0.35
spring-data-examples,example.springdata.mongodb.security.PersonRepositoryIntegrationTest,adminCallingShouldReturnAllUsers,0.015
spring-data-examples,example.springdata.mongodb.textsearch.TextSearchRepositoryTests,findAllBlogPostsByPhraseSortByScore,0.011
spring-data-examples,example.springdata.mongodb.textsearch.TextSearchRepositoryTests,findAllBlogPostsWithReleaseButHeyIDoWantTheEngineeringStuff,0.014
spring-data-examples,example.springdata.mongodb.textsearch.TextSearchRepositoryTests,findAllBlogPostsWithRelease,0.006
spring-data-examples,example.springdata.mongodb.textsearch.TextSearchRepositoryTests,findAllBlogPostsByPhrase,0.006
spring-data-examples,example.springdata.mongodb.textsearch.TextSearchTemplateTests,findAllBlogPostsByPhraseSortByScore,0.045
spring-data-examples,example.springdata.mongodb.textsearch.TextSearchTemplateTests,findAllBlogPostsWithRelease,0.009
spring-data-examples,example.springdata.multistore.ApplicationConfigurationTest,repositoriesAreAssignedToAppropriateStores,0.02
spring-data-examples,example.springdata.neo4j.ActorRepositoryIntegrationTest,shouldBeAbleToSaveAndLoadActor,1.54
spring-data-examples,example.springdata.redis.cluster.BasicUsageTests,example.springdata.redis.cluster.BasicUsageTests,0
spring-data-examples,example.springdata.redis.commands.KeyOperationsTests,example.springdata.redis.commands.KeyOperationsTests,0
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,findByMultipleProperties,0.186
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,findByReturingPage,0.018
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,useReferencesToStoreDataToOtherObjects,0.026
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,findBySingleProperty,0.013
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,saveSingleEntity,0.004
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,findByMultiplePropertiesUsingOr,0.01
spring-data-examples,example.springdata.redis.repositories.PersonRepositoryTests,findByEmbeddedProperty,0.012
spring-data-examples,example.springdata.rest.headers.ApplicationIntegrationTests,initializesRepositoryWithSampleData,0.135
spring-data-examples,example.springdata.rest.headers.WebIntegrationTests,executeConditionalGetRequests,0.18
spring-data-examples,example.springdata.multistore.ApplicationIntegrationTests,useMultipleRepositories,0.555
spring-data-examples,example.springdata.rest.projections.ApplicationIntegrationTests,initializesRepositoryWithSampleData,0.122
spring-data-examples,example.springdata.rest.projections.SimpleProjectionTests,createMapBackedProjection,0.093
spring-data-examples,example.springdata.rest.projections.SimpleProjectionTests,createsProxyForSourceMap,0.001
spring-data-examples,example.springdata.rest.security.MethodLevelSecurityTests,allowsMethodInvocationsForAuthWithSufficientPermissions,0.155
spring-data-examples,example.springdata.rest.security.MethodLevelSecurityTests,rejectsMethodInvocationsForNoAuth,0.005
spring-data-examples,example.springdata.rest.security.MethodLevelSecurityTests,rejectsMethodInvocationsForAuthWithInsufficientPermissions,0.011
spring-data-examples,example.springdata.rest.security.UrlLevelSecurityTests,allowsAccessToRootResource,0.119
spring-data-examples,example.springdata.rest.security.UrlLevelSecurityTests,rejectsPostAccessToCollectionResource,0.009
spring-data-examples,example.springdata.rest.security.UrlLevelSecurityTests,allowsGetRequestsButRejectsPostForUser,0.059
spring-data-examples,example.springdata.rest.security.UrlLevelSecurityTests,allowsPostRequestForAdmin,0.089
spring-data-examples,example.springdata.rest.stores.StoreRepositoryIntegrationTests,findsStoresByLocation,0.269
spring-data-examples,example.springdata.rest.uris.WebIntegrationTests,identifiesResourcesUsingUsername,0.183
spring-data-examples,example.springdata.solr.AdvancedSolrRepositoryTests,example.springdata.solr.AdvancedSolrRepositoryTests,0
spring-data-examples,example.springdata.solr.BasicSolrRepositoryTests,example.springdata.solr.BasicSolrRepositoryTests,0
spring-data-examples,example.springdata.solr.SolrRepositoryTests,example.springdata.solr.SolrRepositoryTests,0
spring-data-examples,example.users.UserManagementIntegrationTests,encryptsPasswordWhenCreatingAUser,0.097
spring-data-examples,example.users.UserRepositoryIntegrationTests,repositoryRejectsUnencryptedPassword,0
spring-data-examples,example.users.UserControllerClientTests,accessXmlElementsOnSimplePayload,0.156
spring-data-examples,example.users.UserControllerClientTests,accessXmlElementsOnNestedPayload,0.006
spring-data-examples,example.users.UserControllerClientTests,accessJsonFieldsOnSimplePayload,0.016
spring-data-examples,example.users.UserControllerClientTests,accessJsonFieldsOnNestedPayload,0.006
spring-data-examples,example.users.UserControllerIntegrationTests,handlesJsonPayloadWithExactProperties,0.109
spring-data-examples,example.users.UserControllerIntegrationTests,handlesXmlPayLoadWithExactProperties,0.052
spring-data-examples,example.users.UserControllerIntegrationTests,handlesJsonPayloadWithNestedProperties,0.004
spring-retry,org.springframework.classify.BackToBackPatternClassifierTests,testNoClassifiers,0
spring-retry,org.springframework.classify.BackToBackPatternClassifierTests,testSetRouterDelegate,0
spring-retry,org.springframework.classify.BackToBackPatternClassifierTests,testCreateFromConstructor,0
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testTypesProvidedInConstructorWithNonDefaultInCause,0.003
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testClassifySubclassMatchInCause,0.001
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testTypesProvidedInConstructor,0.001
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testClassifyNullIsDefault,0
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testClassifyExactMatchInCause,0
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testTypesProvidedInConstructorWithNonDefault,0.001
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testClassifyExactMatch,0
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testDefaultProvided,0
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testFalseIsDefault,0.001
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testClassifyRandomException,0
spring-retry,org.springframework.classify.BinaryExceptionClassifierTests,testClassifySubclassMatchInCauseFalse,0.084
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifierAdapterObjectWithNoAnnotation,0.038
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifierAdapterClassifier,0.017
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifierAdapterObjectSingleMethodWithNoAnnotation,0.003
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifierAdapterObject,0.002
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifyWithSetter,0.001
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifyWithClassifier,0.001
spring-retry,org.springframework.classify.ClassifierAdapterTests,testClassifyWithWrongType,0.001
spring-retry,org.springframework.classify.ClassifierSupportTests,testClassifyNullIsDefault,0.008
spring-retry,org.springframework.classify.ClassifierSupportTests,testClassifyRandomException,0
spring-retry,org.springframework.classify.PatternMatchingClassifierTests,testCreateFromMap,0.001
spring-retry,org.springframework.classify.PatternMatchingClassifierTests,testSetPatternMap,0
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifyNullIsDefault,0.001
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifySubclassMatch,0.001
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifyExactMatch,0
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifyNullNonDefault,0.001
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifyNull,0
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifyRandomException,0.001
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifyAncestorMatch,0
spring-retry,org.springframework.classify.SubclassExceptionClassifierTests,testClassifySuperclassDoesNotMatch,0.001
spring-retry,org.springframework.retry.AnyThrowTests,testUncheckedRuntimeException,0.005
spring-retry,org.springframework.retry.AnyThrowTests,testCheckedException,0.001
spring-retry,org.springframework.retry.AnyThrowTests,testRuntimeException,0.001
spring-retry,org.springframework.retry.BackOffInterruptedExceptionTests,testExceptionString,0
spring-retry,org.springframework.retry.BackOffInterruptedExceptionTests,testExceptionStringThrowable,0
spring-retry,org.springframework.retry.ExhaustedRetryExceptionTests,testExceptionString,0
spring-retry,org.springframework.retry.ExhaustedRetryExceptionTests,testExceptionStringThrowable,0
spring-retry,org.springframework.retry.RetryExceptionTests,testExceptionString,0.001
spring-retry,org.springframework.retry.RetryExceptionTests,testExceptionStringThrowable,0.001
spring-retry,org.springframework.retry.TerminatedRetryExceptionTests,testExceptionString,0
spring-retry,org.springframework.retry.TerminatedRetryExceptionTests,testExceptionStringThrowable,0
spring-retry,org.springframework.retry.annotation.CircuitBreakerTests,vanilla,0.068
spring-retry,org.springframework.retry.annotation.EnableRetryTests,multipleMethods,0.173
spring-retry,org.springframework.retry.annotation.EnableRetryTests,marker,0.041
spring-retry,org.springframework.retry.annotation.EnableRetryTests,recovery,0.028
spring-retry,org.springframework.retry.annotation.EnableRetryTests,testExternalInterceptor,0.028
spring-retry,org.springframework.retry.annotation.EnableRetryTests,proxyTargetClass,0.019
spring-retry,org.springframework.retry.annotation.EnableRetryTests,type,0.026
spring-retry,org.springframework.retry.annotation.EnableRetryTests,vanilla,0.031
spring-retry,org.springframework.retry.annotation.EnableRetryTests,testInterface,0.021
spring-retry,org.springframework.retry.annotation.EnableRetryTests,stateful,0.023
spring-retry,org.springframework.retry.annotation.EnableRetryTests,excludes,0.024
spring-retry,org.springframework.retry.annotation.EnableRetryWithBackoffTests,exponential,0.042
spring-retry,org.springframework.retry.annotation.EnableRetryWithBackoffTests,randomExponential,0.018
spring-retry,org.springframework.retry.annotation.EnableRetryWithBackoffTests,type,0.02
spring-retry,org.springframework.retry.annotation.EnableRetryWithBackoffTests,vanilla,0.018
spring-retry,org.springframework.retry.annotation.EnableRetryWithListenersTests,vanilla,2.225
spring-retry,org.springframework.retry.annotation.ProxyApplicationTests,contextLoads,0.066
spring-retry,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,specificRecoverMethod,0.01
spring-retry,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,inAccessibleRecoverMethods,0.001
spring-retry,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,noArgs,0.001
spring-retry,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,defaultRecoverMethod,0.001
spring-retry,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,fewerArgs,0.001
spring-retry,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests,noMatch,0.004
spring-retry,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,testMultiBackOff,0.001
spring-retry,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,testSetMaxInterval,0
spring-retry,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,testSingleBackOff,0
spring-retry,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,testSetMultiplier,0.003
spring-retry,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,testMaximumBackOff,0.001
spring-retry,org.springframework.retry.backoff.ExponentialBackOffPolicyTests,testSetInitialInterval,0
spring-retry,org.springframework.retry.backoff.ExponentialRandomBackOffPolicyTests,testMultiBackOff,0.457
spring-retry,org.springframework.retry.backoff.ExponentialRandomBackOffPolicyTests,testSingleBackoff,0
spring-retry,org.springframework.retry.backoff.FixedBackOffPolicyTests,testSingleBackOff,0.001
spring-retry,org.springframework.retry.backoff.FixedBackOffPolicyTests,testSetBackoffPeriodNegative,0
spring-retry,org.springframework.retry.backoff.FixedBackOffPolicyTests,testManyBackOffCalls,0.001
spring-retry,org.springframework.retry.backoff.ThreadWaitSleeperTests,testSingleBackOff,0.051
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWitCustomRetryPolicyTraverseCause,0
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWithCustomBackOffPolicy,0.001
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testBasic,0
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWithMoreAttempts,0.001
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWithCustomKeyGenerator,0.005
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWithCustomizedBackOffMoreAttempts,0.001
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWithCustomRetryTemplate,0
spring-retry,org.springframework.retry.interceptor.RetryInterceptorBuilderTests,testWithCustomNewMessageIdentifier,1.003
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testIllegalMethodInvocationType,0.026
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testOutsideTransaction,0.504
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testDefaultInterceptorSunnyDay,0.001
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testRetryExceptionAfterTooManyAttempts,0.002
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testInterceptorChainWithRetry,0.002
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testDefaultInterceptorWithLabel,0
spring-retry,org.springframework.retry.interceptor.RetryOperationsInterceptorTests,testDefaultInterceptorWithRecovery,0
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testRetryExceptionAfterTooManyAttemptsWithNoRecovery,0.015
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testRecoveryAfterTooManyAttempts,0.003
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testKeyGeneratorReturningNull,0.217
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testDefaultInterceptorSunnyDay,0.001
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testInterceptorChainWithRetry,0.001
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testDefaultInterceptorAlwaysRetry,0.001
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testDefaultTransformerInterceptorSunnyDay,0.001
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testTransformerWithSuccessfulRetry,0.001
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testDefaultInterceptorWithLabel,0
spring-retry,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests,testTransformerRecoveryAfterTooManyAttempts,0.002
spring-retry,org.springframework.retry.listener.RetryListenerSupportTests,testOnError,0.01
spring-retry,org.springframework.retry.listener.RetryListenerSupportTests,testClose,0
spring-retry,org.springframework.retry.listener.RetryListenerSupportTests,testOpen,0.001
spring-retry,org.springframework.retry.listener.RetryListenerTests,testOnError,0.001
spring-retry,org.springframework.retry.listener.RetryListenerTests,testCloseInterceptorsAfterRetry,0.001
spring-retry,org.springframework.retry.listener.RetryListenerTests,testCloseInterceptors,0.001
spring-retry,org.springframework.retry.listener.RetryListenerTests,testOpenInterceptors,0.001
spring-retry,org.springframework.retry.listener.RetryListenerTests,testOpenCanVetoRetry,0.001
spring-retry,org.springframework.retry.policy.AlwaysRetryPolicyTests,testRetryCount,0.001
spring-retry,org.springframework.retry.policy.AlwaysRetryPolicyTests,testSimpleOperations,0.001
spring-retry,org.springframework.retry.policy.AlwaysRetryPolicyTests,testParent,0
spring-retry,org.springframework.retry.policy.CircuitBreakerRetryTemplateTests,testCircuitOpenWhenNotRetryable,0.003
spring-retry,org.springframework.retry.policy.CircuitBreakerRetryTemplateTests,testCircuitOpensWhenDelegateNotRetryable,0.001
spring-retry,org.springframework.retry.policy.CircuitBreakerRetryTemplateTests,testCircuitOpenWithNoRecovery,0
spring-retry,org.springframework.retry.policy.CircuitBreakerRetryTemplateTests,testCircuitClosesAfterTimeout,0.204
