PROJECT,CLASS,TESTCASE,TIME
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedShortArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedShortArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedShortArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedShortArray],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedShortArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveByte],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveByte],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveByte],0.007
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveByteArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveByteArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveByteArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveByteArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveByteArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveByteArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveByteArray],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveByteArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedByte],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedByte],0.004
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedByte],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedByte],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedByte],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedByteArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedByteArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedByteArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedByteArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedByteArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedByteArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedByteArray],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedByteArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveChar],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveChar],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveChar],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveChar],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveChar],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveChar],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveChar],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveChar],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveCharArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveCharArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveCharArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveCharArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveCharArray],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedChar],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedChar],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedChar],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedChar],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedChar],0.004
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedChar],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedChar],0.004
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedChar],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedCharArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedCharArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedCharArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedCharArray],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedCharArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveBoolean],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveBoolean],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveBoolean],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveBooleanArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveBooleanArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveBooleanArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveBooleanArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveBooleanArray],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedBoolean],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedBoolean],0.004
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedBoolean],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedBooleanArray],0.004
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedBooleanArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedBooleanArray],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedBooleanArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveFloat],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveFloat],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveFloat],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveFloat],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveFloat],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveFloat],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveFloat],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveFloat],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveFloatArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveFloatArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveFloatArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveFloatArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveFloatArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveFloatArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveFloatArray],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveFloatArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedFloat],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedFloat],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedFloat],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedFloat],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedFloat],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedFloat],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedFloat],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedFloat],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedFloatArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedFloatArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedFloatArray],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedFloatArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedFloatArray],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedFloatArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedFloatArray],0.004
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedFloatArray],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveDouble],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveDouble],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveDouble],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveDouble],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveDouble],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveDouble],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveDouble],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveDouble],0.001
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/primitiveDoubleArray],0.011
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/primitiveDoubleArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/primitiveDoubleArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/primitiveDoubleArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/primitiveDoubleArray],0.02
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/primitiveDoubleArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/primitiveDoubleArray],0.006
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/primitiveDoubleArray],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[FieldAccess/boxedDouble],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[FieldAccess/boxedDouble],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PropertyAccess/boxedDouble],0.002
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PropertyAccess/boxedDouble],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalFieldAccess/boxedDouble],0.003
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalFieldAccess/boxedDouble],0
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldSetAndGetProperty[PrivateFinalPropertyAccess/boxedDouble],0.005
spring-data-commons,org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactoryDatatypeTests,shouldUseClassPropertyAccessorFactory[PrivateFinalPropertyAccess/boxedDouble],0.001
