PROJECT,TESTCASE,CLASS,TIME
spring-batch-admin,testJsonSerialization,org.springframework.batch.admin.domain.StepExecutionInfoResourceSerializationTests,"0,006"
spring-batch-admin,testJsonSerialization,org.springframework.batch.admin.domain.StepExecutionProgressInfoResourceSerializationTests,"0,014"
spring-batch-admin,testMax,org.springframework.batch.admin.history.CumulativeHistoryTests,0
spring-batch-admin,testGetDurationWithRunningExecution,org.springframework.batch.admin.history.StepExecutionHistoryTests,"0,001"
spring-batch-admin,testJsonSerialization,org.springframework.batch.admin.domain.JobExecutionInfoResourceSerializationTests,"0,228"
spring-batch-admin,testJsonSerialization,org.springframework.batch.admin.domain.FileInfoResourceSerializationTests,"0,004"
spring-batch-admin,testJsonSerialization,org.springframework.batch.admin.domain.JobInstanceInfoResourceSerializationTests,"0,012"
spring-batch-admin,testJobWithEscapedLongParameters,org.springframework.batch.admin.web.JobParametersExtractorTests,0
spring-batch-admin,testGetObjectFactoriesOnly,org.springframework.batch.admin.configuration.CompositeApplicationContextFactoryTests,0
spring-batch-admin,testLoadJobs,org.springframework.batch.admin.integration.JobConfigurationRequestLoaderTests,"0,008"
spring-batch-admin,testSimpleJob,org.springframework.batch.admin.integration.StringToJobLaunchRequestAdapterTests,0
spring-batch-admin,testGetMeanStepExecutionDuration,org.springframework.batch.admin.jmx.SimpleStepExecutionMetricsTests,"0,001"
spring-batch-admin,testGetLatestJobExecutionDuration,org.springframework.batch.admin.jmx.SimpleJobExecutionMetricsTests,0
spring-batch-admin,testMBeanCreationWithIllegalCharacter,org.springframework.batch.admin.jmx.BatchMBeanExporterIntegrationTests,"0,001"
spring-batch-admin,testLaunchWithJobRunning,org.springframework.batch.admin.launch.JobLauncherSynchronizerIntegrationTests,"0,044"
spring-batch-admin,testTrigger,org.springframework.batch.admin.service.LocalFileServiceIntegrationTests,"0,053"
spring-batch-admin,testCountJobInstancesByName,org.springframework.batch.admin.service.JdbcSearchableJobInstanceDaoTests,"0,103"
spring-batch-admin,testAfterPropertiesSet,org.springframework.batch.admin.service.SimpleJobServiceFactoryTests,0
spring-batch-admin,testLocator,org.springframework.batch.admin.service.JobLocatorStepLocatorIntegrationTests,0
spring-batch-admin,testCountJobExecutions,org.springframework.batch.admin.service.JdbcSearchableJobExecutionDaoTests,"0,035"
spring-batch-admin,testFindStepNamesWithMoreJobs,org.springframework.batch.admin.service.JdbcSearchableStepExecutionDaoTests,"0,072"
spring-batch-admin,testPattern,org.springframework.batch.admin.service.FileInfoTests,0
spring-batch-admin,testPoll,org.springframework.batch.admin.util.ThrottledTaskExecutorTests,0
spring-batch-admin,testStopSunnyDay,org.springframework.batch.admin.web.JobExecutionControllerTests,"0,195"
spring-batch-admin,testSimpleJob,org.springframework.batch.admin.integration.JobLaunchRequestFileAdapterTests,"0,017"
spring-batch-admin,testDetailSunnyDay,org.springframework.batch.admin.web.StepExecutionControllerTests,"0,002"
spring-batch-admin,testDownloadWithScript,org.springframework.batch.admin.web.FileControllerTests,0
spring-batch-admin,testGetSingleBatchJobExecution,org.springframework.batch.admin.web.BatchJobExecutionsControllerIntegrationTests,"0,001"
spring-batch-admin,testJobNameWithExtension,org.springframework.batch.admin.web.JobControllerTests,0
spring-batch-admin,testGetProgressForStepExecutionNotExists,org.springframework.batch.admin.web.BatchStepExecutionsControllerIntegrationTests,0
spring-batch-admin,testGetJobInstanceByJobName,org.springframework.batch.admin.web.BatchJobInstancesControllerIntegrationTests,"0,016"
spring-batch-admin,testGetBatchJobs,org.springframework.batch.admin.web.BatchJobsControllerIntegrationTests,"0,231"
spring-batch-admin,testSunnyDay,org.springframework.batch.poller.scheduling.TaskSchedulerPollerTests,"0,601"
spring-batch-admin,testDoFilterWithParameterChanges,org.springframework.batch.admin.web.filter.ParameterUnpackerFilterTests,0
spring-batch-admin,testDoFilterWithRedirect,org.springframework.batch.admin.web.filter.SessionIdFilterTests,"0,02"
spring-batch-admin,testPostHandleVanilla,org.springframework.batch.admin.web.interceptor.ContentTypeInterceptorTests,0
spring-batch-admin,testInjectedMapping,org.springframework.batch.admin.web.util.HomeControllerTests,"0,002"
spring-batch-admin,testParentApplicationContext,org.springframework.batch.admin.integration.JobConfigurationRequestLoaderTests,"0,01"
spring-batch-admin,testExhaustRead,org.springframework.batch.admin.sample.ExampleItemReaderTests,0
spring-batch-admin,testRead,org.springframework.batch.admin.sample.ExampleItemWriterTests,0
spring-security-oauth,securityConfigurationLoads,org.springframework.security.samples.config.SecurityConfigTests,"0,099"
spring-security-oauth,initializationError,org.springframework.security.oauth.common.OAuthCodecTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.common.signature.CoreOAuthSignatureMethodFactoryTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.common.signature.PlainTextSignatureMethodTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.common.signature.RSA_SHA1SignatureMethodTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.common.signature.HMAC_SHA1SignatureMethodTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.config.ConsumerServiceBeanDefinitionParserTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.consumer.client.CoreOAuthConsumerSupportTests,"0,005"
spring-security-oauth,initializationError,org.springframework.security.oauth.consumer.filter.OAuthConsumerContextFilterTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.consumer.rememberme.HttpSessionOAuthRememberMeServicesTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.filter.AccessTokenProcessingFilterTests,"0,001"
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.filter.ProtectedResourceProcessingFilterTests,"0,001"
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.filter.UnauthenticatedRequestTokenProcessingFilterTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.filter.UserAuthorizationSuccessfulAuthenticationHandlerTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.CoreOAuthProviderSupportTests,"0,001"
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.filter.OAuthUserAuthorizationProcessingFilterTests,0
spring-security-oauth,initializationError,org.springframework.security.oauth.provider.nonce.InMemoryNonceServicesTests,0
spring-security-oauth,testAuthentication,org.springframework.security.oauth2.client.filter.OAuth2ClientAuthenticationProcessingFilterTests,"0,002"
spring-security-oauth,testCurrentUriRemovingCodeInSecond,org.springframework.security.oauth2.client.filter.OAuth2ClientContextFilterTests,"0,001"
spring-security-oauth,testHandle500Error,org.springframework.security.oauth2.client.http.OAuth2ErrorHandlerTests,"0,003"
spring-security-oauth,testDoubleEncodingOfParameterValue,org.springframework.security.oauth2.client.OAuth2RestTemplateTests,"0,007"
spring-security-oauth,missingAccessToken,org.springframework.security.oauth2.client.DefaultOAuth2RequestAuthenticatorTests,"0,001"
spring-security-oauth,testRedirectNotSpecified,org.springframework.security.oauth2.client.token.grant.code.AuthorizationCodeAccessTokenProviderTests,0
spring-security-oauth,testGetDefaultRedirectUri,org.springframework.security.oauth2.client.token.grant.code.AuthorizationCodeResourceDetailsTests,0
spring-security-oauth,testRedirectNotSpecified,org.springframework.security.oauth2.client.token.grant.implicit.ImplicitAccessTokenProviderTests,"0,002"
spring-security-oauth,testCurrentUriNotUsed,org.springframework.security.oauth2.client.token.grant.password.ResourceOwnerPasswordAccessTokenProviderTests,"0,002"
spring-security-oauth,testSaveAndRetrieveToken,org.springframework.security.oauth2.client.token.JdbcClientTokenServicesTests,"0,011"
spring-security-oauth,testRetrieveTokenFailsWhenTokenEndpointNotAvailable,org.springframework.security.oauth2.client.token.OAuth2AccessTokenSupportTests,"0,005"
spring-security-oauth,testSunnyDayWIthExpiredTokenAndValidRefreshToken,org.springframework.security.oauth2.client.token.AccessTokenProviderChainTests,"0,001"
spring-security-oauth,readValueUndefinedException,org.springframework.security.oauth2.common.exception.OAuth2ExceptionDeserializerTests,"0,001"
spring-security-oauth,readValueUndefinedException,org.springframework.security.oauth2.common.exception.OAuth2ExceptionJackson2DeserializerTests,"0,013"
spring-security-oauth,readValueNoRefresh,org.springframework.security.oauth2.common.OAuth2AccessTokenJackson1DeserializerTests,"0,802"
spring-security-oauth,writeValueAsStringNoRefresh,org.springframework.security.oauth2.common.OAuth2AccessTokenJackson1SerializerTests,"0,504"
spring-security-oauth,readValueNoRefresh,org.springframework.security.oauth2.common.OAuth2AccessTokenJackson2DeserializerTests,"0,434"
spring-security-oauth,writeValueAsStringNoRefresh,org.springframework.security.oauth2.common.OAuth2AccessTokenJackson2SerializerTests,"0,514"
spring-security-oauth,testWithAuthServerAndGlobalMethodSecurity,org.springframework.security.oauth2.config.annotation.ResourceServerConfigurationTests,"0,241"
spring-security-oauth,testMissingTokenUriForClientCredentials,org.springframework.security.oauth2.config.xml.InvalidResourceBeanDefinitionParserTests,"0,114"
spring-security-oauth,initializationError,org.springframework.security.oauth.config.AuthorizationServerBeanDefinitionParserTests,0
spring-security-oauth,testClientDetailsFromPropertyFile,org.springframework.security.oauth2.config.xml.ClientDetailsServiceBeanDefinitionParserTests,"0,023"
spring-security-oauth,testAuthenticationManager,org.springframework.security.oauth2.config.xml.ResourceServerBeanDefinitionParserTests,"0,021"
spring-security-oauth,readCreatesNewUnmarshaller,org.springframework.security.oauth2.http.converter.jaxb.JaxbOAuth2AccessTokenMessageConverterTests,"0,617"
spring-security-oauth,writeAccessToken,org.springframework.security.oauth2.http.converter.jaxb.JaxbOAuth2AccessTokenMessageConverterTests,"0,026"
spring-security-oauth,writeInvalidGrant,org.springframework.security.oauth2.http.converter.jaxb.JaxbOAuth2ExceptionMessageConverterTests,"0,703"
spring-security-oauth,writeInvalidRequest,org.springframework.security.oauth2.http.converter.jaxb.JaxbOAuth2ExceptionMessageConverterTests,"0,027"
spring-security-oauth,testMemorizedApproval,org.springframework.security.oauth2.provider.approval.TokenStoreUserApprovalHandlerTests,"0,001"
spring-security-oauth,testAddDifferentScopes,org.springframework.security.oauth2.provider.approval.InMemoryApprovalStoreTests,"0,002"
spring-security-oauth,testRevokeByExpiry,org.springframework.security.oauth2.provider.approval.JdbcApprovalStoreTests,"0,263"
spring-security-oauth,testApproval,org.springframework.security.oauth2.provider.AuthorizationRequestTests,0
spring-security-oauth,testExplicitlyApprovedScopes,org.springframework.security.oauth2.provider.approval.ApprovalStoreUserApprovalHandlerTests,"0,001"
spring-security-oauth,testBasicApproval,org.springframework.security.oauth2.provider.approval.DefaultUserApprovalHandlerTests,"0,001"
spring-security-oauth,testAddDifferentScopes,org.springframework.security.oauth2.provider.approval.TokenApprovalStoreTests,"0,003"
spring-security-oauth,testSerializationWithDetails,org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationDetailsTests,"0,001"
spring-security-oauth,testDetailsAdded,org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationManagerTests,"0,001"
spring-security-oauth,testDetailsAdded,org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilterTests,"0,001"
spring-security-oauth,testLoadingClientIdWithNoDetails,org.springframework.security.oauth2.provider.client.JdbcClientDetailsServiceTests,"0,015"
spring-security-oauth,testAuthentication,org.springframework.security.oauth2.provider.client.ClientCredentialsTokenEndpointFilterTests,"0,001"
spring-security-oauth,testJsonSerialize,org.springframework.security.oauth2.provider.client.BaseClientDetailsTests,"0,008"
spring-security-oauth,shouldConductOriginalException,org.springframework.security.oauth2.provider.client.ClientDetailsUserDetailsServiceTests,"0,003"
spring-security-oauth,testConsumeNonExistingCode,org.springframework.security.oauth2.provider.code.JdbcAuthorizationCodeServicesTests,"0,014"
spring-security-oauth,testAuthorizationParametersPreserved,org.springframework.security.oauth2.provider.code.AuthorizationCodeTokenGranterTests,"0,001"
spring-security-oauth,testConsumeNonExistingCode,org.springframework.security.oauth2.provider.code.InMemoryAuthorizationCodeServicesTests,"0,001"
spring-security-oauth,publicKeyStringIsReturnedFromTokenKeyEndpointWithNullPrincipal,org.springframework.security.oauth2.provider.token.store.JwtAccessTokenConverterTests,"0,041"
spring-security-oauth,testPasswordGrant,org.springframework.security.oauth2.provider.endpoint.TokenEndpointAuthenticationFilterTests,"0,006"
spring-security-oauth,testRedirectToAuthorizationEndpoint,org.springframework.security.oauth2.client.token.grant.code.AuthorizationCodeAccessTokenProviderTests,0
spring-security-oauth,testAuthenticationManagerNeeded,org.springframework.security.oauth2.provider.client.ClientCredentialsTokenEndpointFilterTests,"0,003"
spring-security-oauth,redirect,org.springframework.security.oauth2.provider.endpoint.FrameworkEndpointHandlerMappingTests,0
spring-security-oauth,testRedirectMatchingPort,org.springframework.security.oauth2.provider.endpoint.DefaultRedirectResolverTests,"0,002"
spring-security-oauth,testApprovalPageWithScopes,org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpointTests,"0,003"
spring-security-oauth,nonRecursive,org.springframework.security.oauth2.provider.endpoint.SpelViewTests,0
spring-security-oauth,testRedirectWithNoRequestedValue,org.springframework.security.oauth2.provider.endpoint.ExactMatchRedirectResolverTests,"0,001"
spring-security-oauth,testErrorPageNoError,org.springframework.security.oauth2.provider.endpoint.WhitelabelErrorEndpointTests,"0,006"
spring-security-oauth,testCommenceWithEmptyAccept,org.springframework.security.oauth2.provider.error.OAuth2AuthenticationEntryPointTests,"0,002"
spring-security-oauth,testHandleWithJson,org.springframework.security.oauth2.provider.error.OAuth2AccessDeniedHandlerTests,"0,002"
spring-security-oauth,testSufficientScope,org.springframework.security.oauth2.provider.expression.OAuth2SecurityExpressionMethodsTests,"0,001"
spring-security-oauth,constructorNull,org.springframework.security.oauth2.provider.expression.OAuth2ExpressionParserTests,"0,001"
spring-security-oauth,testReEvaluationWithDifferentRoot,org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandlerTests,"0,003"
spring-security-oauth,testOauthClient,org.springframework.security.oauth2.provider.expression.OAuth2WebSecurityExpressionHandlerTests,"0,002"
spring-security-oauth,testTransformedRequest,org.springframework.security.oauth2.provider.implicit.InMemoryImplicitGrantServiceTests,"0,001"
spring-security-oauth,testUnauthenticated,org.springframework.security.oauth2.provider.password.ResourceOwnerPasswordTokenGranterTests,0
spring-security-oauth,addsAccessToken,org.springframework.security.oauth2.client.DefaultOAuth2RequestAuthenticatorTests,0
spring-security-oauth,testCommaInScopeIsAllowed,org.springframework.security.oauth2.provider.AuthorizationRequestTests,"0,001"
spring-security-oauth,testSerializationWithDetails,org.springframework.security.oauth2.provider.OAuth2AuthenticationTests,"0,006"
spring-security-oauth,testGetAccessTokenRequest,org.springframework.security.oauth2.client.token.grant.code.AuthorizationCodeAccessTokenProviderTests,0
spring-security-oauth,testNotPermittedForAuthorization,org.springframework.security.oauth2.provider.request.DefaultOAuth2RequestValidatorTests,"0,001"
spring-security-oauth,testChangeAuthoritiesAuthenticationTokenFail,org.springframework.security.oauth2.provider.token.DefaultTokenServicesAuthoritiesChangeTests,"0,001"
spring-security-oauth,shouldExtractAuthenticationWhenAuthoritiesIsCollection,org.springframework.security.oauth2.provider.token.DefaultUserAuthenticationConverterTests,"0,001"
spring-security-oauth,extractAuthenticationMultiScopeCollection,org.springframework.security.oauth2.provider.token.DefaultAccessTokenConverterTests,"0,006"
spring-security-oauth,testFindAccessTokensByUserName,org.springframework.security.oauth2.provider.token.store.JdbcTokenStoreTests,"0,02"
spring-security-oauth,testAutoFlush,org.springframework.security.oauth2.provider.token.store.InMemoryTokenStoreTests,"0,003"
spring-security-oauth,testRefreshTokenIsNotAnAccessToken,org.springframework.security.oauth2.provider.token.store.JwtTokenStoreTests,"0,006"
spring-security-oauth,testScopePreserved,org.springframework.security.oauth2.provider.token.store.JwtAccessTokenConverterTests,"0,002"
spring-security-oauth,storeRefreshTokenRemoveRefreshTokenVerifyKeysRemoved,org.springframework.security.oauth2.provider.token.store.redis.RedisTokenStoreMockTests,"0,075"
spring-security-oauth,testAccessDenied,org.springframework.security.oauth2.provider.vote.ClientScopeVoterTests,"0,001"
spring-security-oauth,testAccessDeniedNoException,org.springframework.security.oauth2.provider.vote.ClientScopeVoterTests,"0,001"
spring-security-oauth,securityConfigurationLoads,org.springframework.security.samples.config.ApplicationConfigurationTests,"1,081"
spring-security-oauth,contextLoads,demo.ApplicationTests,0
spring-security-oauth,contextLoads,client.ApplicationTests,0
spring-security-oauth,contextLoads,demo.ApplicationTests,"0,098"
