PROJECT,TESTCASE,CLASS,TIME
spring-boot,testJmx,sample.data.jpa.SampleDataJpaApplicationTests,"0,008"
spring-boot,testDefaultSettings,sample.data.mongo.SampleMongoApplicationTests,"0,042"
spring-boot,testDefaultSettings,sample.data.neo4j.SampleNeo4jApplicationTests,"0,942"
spring-boot,testDefaultSettings,sample.data.redis.SampleRedisApplicationTests,"1,205"
spring-boot,testHome,sample.data.rest.SampleDataRestApplicationTests,"0,024"
spring-boot,unknownOnNullProductName,org.springframework.boot.jdbc.DatabaseDriverTests,0
spring-boot,testDefaultSettings,sample.data.solr.SampleSolrApplicationTests,"1,469"
spring-boot,testDefaultSettings,sample.flyway.SampleFlywayApplicationTests,"0,014"
spring-boot,producesJsonWhenXmlIsPreferred,sample.hateoas.SampleHateoasApplicationTests,"0,207"
spring-boot,testJmx,sample.hibernate4.SampleHibernate4ApplicationTests,"0,003"
spring-boot,testJmx,sample.hibernate52.SampleHibernate52ApplicationTests,"0,004"
spring-boot,linksWithJson,sample.hypermedia.SampleHypermediaApplicationHomePageTests,"0,047"
spring-boot,envValue,sample.hypermedia.gson.SampleHypermediaGsonApplicationTests,"0,054"
spring-boot,health,sample.hypermedia.jpa.SampleHypermediaJpaApplicationIntegrationTests,"0,008"
spring-boot,homeWithHtml,sample.hypermedia.ui.SampleHypermediaUiApplicationTests,"0,21"
spring-boot,sample.integration.consumer.SampleIntegrationApplicationTests,sample.integration.consumer.SampleIntegrationApplicationTests,"1,98"
spring-boot,testInfoEndpointNoGitProperties,org.springframework.boot.actuate.autoconfigure.EndpointAutoConfigurationTests,"0,063"
spring-boot,validation,sample.jersey.SampleJerseyApplicationTests,"0,612"
spring-boot,shouldStopAndDestroyRecoveryManagerService,org.springframework.boot.jta.narayana.NarayanaRecoveryManagerBeanTests,"0,001"
spring-boot,rootReturnsHelloWorld,sample.jersey1.SampleJersey1ApplicationTests,"0,142"
spring-boot,testHome,sample.jetty.SampleJettyApplicationTests,"0,129"
spring-boot,testHome,sample.jetty.ssl.SampleJettySslApplicationTests,"0,213"
spring-boot,testHome,sample.jetty8.SampleJetty8ApplicationTests,"0,118"
spring-boot,testHome,sample.jetty8.ssl.SampleJetty8SslApplicationTests,"0,192"
spring-boot,testHome,sample.jetty92.SampleJetty92ApplicationTests,"0,122"
spring-boot,outputResults,sample.jooq.SampleJooqApplicationTests,"1,042"
spring-boot,findsAllNotes,sample.jpa.repository.JpaNoteRepositoryIntegrationTests,"0,016"
spring-boot,findsAllTags,sample.jpa.repository.JpaTagRepositoryIntegrationTests,"0,002"
spring-boot,testHome,sample.jpa.SampleJpaApplicationTests,"0,003"
spring-boot,accessingRootUriPossibleWithUserAccount,sample.secure.oauth2.SampleSecureOAuth2ApplicationTests,0
spring-boot,exceptionMessages,org.springframework.boot.cli.command.CommandRunnerTests,0
spring-boot,testTransactionRollback,sample.atomikos.SampleAtomikosApplicationTests,"1,365"
spring-boot,testTransactionRollback,sample.bitronix.SampleBitronixApplicationTests,"1,199"
spring-boot,testTransactionRollback,sample.narayana.SampleNarayanaApplicationTests,"1,301"
spring-boot,testDefaultSettings,sample.liquibase.SampleLiquibaseApplicationTests,"2,856"
spring-boot,testLoadedCustomLogbackConfig,sample.logback.SampleLogbackApplicationTests,"0,93"
spring-boot,timerCreated,sample.metrics.dropwizard.SampleDropwizardMetricsApplicationTests,"0,05"
spring-boot,contextLoads,sample.metrics.opentsdb.SampleOpenTsdbExportApplicationTests,"0,019"
spring-boot,contextLoads,sample.metrics.redis.SampleRedisExportApplicationTests,"0,109"
spring-boot,testGenericProfile,sample.profile.SampleProfileApplicationTests,"0,98"
spring-boot,bindInvalidHost,sample.propertyvalidation.SamplePropertyValidationApplicationTests,"0,577"
spring-boot,denied,sample.secure.SampleSecureApplicationTests,"0,046"
spring-boot,everythingIsSecuredByDefault,sample.secure.oauth2.SampleSecureOAuth2ApplicationTests,"0,011"
spring-boot,homePageAvailable,sample.secure.oauth2.resource.SampleSecureOAuth2ResourceApplicationTests,"0,021"
spring-boot,testHome,sample.servlet.SampleServletApplicationTests,"0,127"
spring-boot,sessionExpiry,sample.session.redis.SampleSessionRedisApplicationTests,"2,146"
spring-boot,doesntInterfereWithOtherExceptions,org.springframework.boot.devtools.restart.SilentExitExceptionHandlerTests,0
spring-boot,testDefaultSettings,sample.simple.SampleSimpleApplicationTests,"0,361"
spring-boot,noCompressionForUserAgent,org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactoryTests,"0,087"
spring-boot,testHome,sample.testng.SampleTestNGApplicationTests,"0,139"
spring-boot,testHome,sample.tomcat.NonAutoConfigurationSampleTomcatApplicationTests,"0,009"
spring-boot,testHello,sample.tomcat.multiconnector.SampleTomcatTwoConnectorsApplicationTests,"0,189"
spring-boot,testHome,sample.tomcat.ssl.SampleTomcatSslApplicationTests,"0,219"
spring-boot,testWebConfigurationWithExtraRole,org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfigurationTests,"0,433"
spring-boot,testStaticPage,sample.traditional.SampleTraditionalApplicationTests,"0,136"
spring-boot,testAsync,sample.undertow.SampleUndertowApplicationTests,"0,155"
spring-boot,testHome,sample.undertow.ssl.SampleUndertowSslApplicationTests,"0,286"
spring-boot,testFreeMarkerErrorTemplate,sample.freemarker.SampleWebFreeMarkerApplicationTests,"0,205"
spring-boot,testHome,sample.groovytemplates.MessageControllerWebTests,"0,637"
spring-boot,additionalMessageConvertersCollectionWhenConvertersAreNullShouldThrowException,org.springframework.boot.web.client.RestTemplateBuilderTests,"0,001"
spring-boot,testCss,sample.groovytemplates.SampleGroovyTemplateApplicationTests,"0,123"
spring-boot,testJspWithEl,sample.jetty.jsp.SampleWebJspApplicationTests,"0,23"
spring-boot,testManagementProtected,sample.security.method.SampleMethodSecurityApplicationTests,"0,218"
spring-boot,test5xxHtmlResource,sample.mustache.SampleWebMustacheApplicationTests,"0,148"
spring-boot,testCss,sample.web.secure.custom.SampleWebSecureCustomApplicationTests,"0,16"
spring-boot,testCss,sample.web.secure.jdbc.SampleWebSecureJdbcApplicationTests,"0,014"
spring-boot,testCss,sample.web.staticcontent.SampleWebStaticApplicationTests,"0,143"
spring-boot,testCss,sample.web.thymeleaf3.SampleWebThymeleaf3ApplicationTests,"0,133"
spring-boot,testCss,sample.web.ui.SampleWebUiApplicationTests,"0,134"
spring-boot,propertySourceAnnotationMultipleLocationsAndName,org.springframework.boot.context.config.ConfigFileApplicationListenerTests,"0,183"
spring-boot,removeDysfunctionalSnakes,samples.websocket.jetty.snake.SnakeTimerTests,"0,087"
spring-boot,removeDysfunctionalSnakes,samples.websocket.tomcat.snake.SnakeTimerTests,"0,126"
spring-boot,testDefaultSettings,sample.xml.SampleSpringXmlApplicationTests,"0,61"
spring-boot,matchesTestConfiguration,org.springframework.boot.test.context.filter.TestTypeExcludeFilterTests,"0,032"
spring-boot,initializerPopulatesEnvironment,org.springframework.boot.test.context.ConfigFileApplicationContextInitializerTests,"0,001"
spring-boot,testItselfIsNotABean,org.springframework.boot.test.context.ImportsContextCustomizerFactoryIntegrationTests,0
spring-boot,beanWasImported,org.springframework.boot.test.context.ImportsContextCustomizerFactoryIntegrationTests,0
spring-boot,findFromClassWhenSourceIsNullShouldThrowException,org.springframework.boot.test.context.SpringBootConfigurationFinderTests,0
spring-boot,testMockHttpEndpoint,org.springframework.boot.test.context.SpringBootContextLoaderMockMvcTests,"0,047"
spring-boot,profiles,org.springframework.boot.test.context.SpringBootTestActiveProfileTests,0
spring-boot,defaultTestExecutionListenersPostProcessorShouldBeCalled,org.springframework.boot.test.context.bootstrap.SpringBootTestContextBootstrapperIntegrationTests,0
spring-boot,fromByteArrayShouldReturnJsonContent,org.springframework.boot.test.json.BasicJsonTesterTests,"0,075"
spring-boot,initFieldsShouldSetNullFields,org.springframework.boot.test.json.GsonTesterTests,"0,023"
spring-boot,typicalMapTest,org.springframework.boot.test.json.JacksonTesterIntegrationTests,0
spring-boot,fromFileShouldReturnJsonContent,org.springframework.boot.test.json.BasicJsonTesterTests,"0,001"
spring-boot,isNotEqualToJsonWhenResourceIsMatchingShouldFail,org.springframework.boot.test.json.JsonContentAssertTests,"0,001"
spring-boot,asArrayForArrayShouldReturnObjectArrayAssert,org.springframework.boot.test.json.ObjectContentAssertTests,"0,001"
spring-boot,asMapForNonMapShouldFail,org.springframework.boot.test.json.ObjectContentAssertTests,"0,002"
spring-boot,loadPackageAndClassDoesNotDoubleAdd,org.springframework.boot.BeanDefinitionLoaderTests,"0,002"
spring-boot,parseMockBeanMultipleClasses,org.springframework.boot.test.mock.mockito.DefinitionsParserTests,"0,001"
spring-boot,createExplicit,org.springframework.boot.test.mock.mockito.MockDefinitionTests,0
spring-boot,beforeAttachesReset,org.springframework.boot.test.mock.mockito.MockResetTests,0
spring-boot,getContextCustomizerUsesMocksAsCacheKey,org.springframework.boot.test.mock.mockito.MockitoContextCustomizerFactoryTests,"0,012"
spring-boot,getContextCustomizerWithAnnotationReturnsCustomizer,org.springframework.boot.test.mock.mockito.MockitoContextCustomizerFactoryTests,0
spring-boot,cannotMockMultipleQualifiedBeans,org.springframework.boot.test.mock.mockito.MockitoPostProcessorTests,"0,008"
spring-boot,prepareTestInstanceShouldInitMockitoAnnotations,org.springframework.boot.test.mock.mockito.MockitoTestExecutionListenerTests,"0,062"
spring-boot,forElementFieldIsNullShouldReturnNull,org.springframework.boot.test.mock.mockito.QualifierDefinitionTests,"0,009"
spring-boot,test001,org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListenerTests,"0,001"
spring-boot,createExplicit,org.springframework.boot.test.mock.mockito.SpyDefinitionTests,"0,002"
spring-boot,getResourceLocation,org.springframework.boot.test.mock.web.SpringBootMockServletContextTests,"0,002"
spring-boot,closeNonClosableContext,org.springframework.boot.test.util.ApplicationContextTestUtilsTests,"0,002"
spring-boot,addSimplePairEqualWithEqualInValue,org.springframework.boot.test.util.EnvironmentTestUtilsTests,"0,007"
spring-boot,getRootUriShouldUseContextPath,org.springframework.boot.test.web.client.LocalHostUriTemplateHandlerTests,"0,001"
spring-boot,createShouldUseSimpleRequestExpectationManager,org.springframework.boot.test.web.client.MockServerRestTemplateCustomizerTests,"0,006"
spring-boot,validateRequestWhenUriDoesNotStartWithRootUriShouldDelegateToExpectationManager,org.springframework.boot.test.web.client.RootUriRequestExpectationManagerTests,"0,005"
spring-boot,injectTestRestTemplate,org.springframework.boot.test.context.SpringBootTestWebEnvironmentDefinedPortTests,"0,009"
spring-boot,getPageWhenUrlIsRelativeAndNoPortWillUseLocalhost8080,org.springframework.boot.test.web.htmlunit.LocalHostWebClientTests,"0,01"
spring-boot,createWithCapabilitiesWhenEnvironmentIsNullWillThrowException,org.springframework.boot.test.web.htmlunit.webdriver.LocalHostWebConnectionHtmlUnitDriverTests,"0,759"
spring-boot,filterAssignableType,org.springframework.boot.test.autoconfigure.filter.FilterAnnotationsTests,"0,002"
spring-boot,getContextCustomizerShouldAddExcludeFilters,org.springframework.boot.test.autoconfigure.filter.TypeExcludeFiltersContextCustomizerFactoryTests,"0,014"
spring-boot,hashCodeAndEquals,org.springframework.boot.test.autoconfigure.filter.TypeExcludeFiltersContextCustomizerFactoryTests,"0,001"
spring-boot,replaceWithNoDataSourceAvailable,org.springframework.boot.test.autoconfigure.orm.jpa.TestDatabaseAutoConfigurationTests,"0,025"
spring-boot,persistShouldPersist,org.springframework.boot.test.autoconfigure.orm.jpa.TestEntityManagerTests,"0,027"
spring-boot,hashCodeAndEquals,org.springframework.boot.test.autoconfigure.OverrideAutoConfigurationContextCustomizerFactoryTests,"0,03"
spring-boot,postConstructShouldBeInvokedOnlyOnce,org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListenerPostConstructIntegrationTests,"0,007"
spring-boot,propertiesWhenNotMappedAtAttributeLevelShouldIgnoreAttributes,org.springframework.boot.test.autoconfigure.properties.AnnotationsPropertySourceTests,"0,005"
spring-boot,hashCodeAndEqualsShouldBeBasedOnPropertyValues,org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizerFactoryTests,"0,004"
spring-boot,propertyMappingShouldNotBeUsedWithComponent,org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizerFactoryTests,"0,017"
spring-boot,snippetGeneration,org.springframework.boot.test.autoconfigure.restdocs.RestDocsAutoConfigurationAdvancedConfigurationIntegrationTests,"0,051"
spring-boot,matchNotUsingDefaultFilters,org.springframework.boot.test.autoconfigure.web.servlet.WebMvcTypeExcludeFilterTests,"0,002"
spring-boot,simpleRepository,org.springframework.boot.configurationmetadata.ConfigurationMetadataRepositoryJsonBuilderTests,"0,015"
spring-boot,mergeExistingPropertyDeprecation,org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests,"0,023"
spring-boot,extractShortDescriptionNoDotMultipleLines,org.springframework.boot.configurationmetadata.DescriptionExtractorTests,"0,029"
spring-boot,metadataHints,org.springframework.boot.configurationmetadata.JsonReaderTests,0
spring-boot,invalidMetadata,org.springframework.boot.configurationmetadata.JsonReaderTests,0
spring-boot,getRequiredNodeWhenTreeIsNullShouldThrowException,org.springframework.boot.jackson.JsonObjectDeserializerTests,0
spring-boot,hintsOnMaps,org.springframework.boot.configurationmetadata.ConfigurationMetadataRepositoryJsonBuilderTests,"0,005"
spring-boot,marshallAndUnmarshal,org.springframework.boot.configurationprocessor.metadata.JsonMarshallerTests,"0,016"
spring-boot,mergeExistingPropertyDescription,org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests,"0,12"
spring-boot,customBuildInfoContributor,org.springframework.boot.actuate.autoconfigure.InfoContributorAutoConfigurationTests,"0,024"
spring-boot,getManifest,org.springframework.boot.loader.archive.ExplodedArchiveTests,"0,004"
spring-boot,getManifest,org.springframework.boot.loader.archive.JarFileArchiveTests,"0,005"
spring-boot,testGetSubsection,org.springframework.boot.loader.data.ByteArrayRandomAccessDataTests,"0,042"
spring-boot,fileExistsWithConcurrentReads,org.springframework.boot.loader.data.RandomAccessDataFileTests,"0,001"
spring-boot,startWith,org.springframework.boot.loader.jar.AsciiBytesTests,0
spring-boot,parseBytesShouldReturnObject,org.springframework.boot.test.json.GsonTesterTests,"0,001"
spring-boot,visitsInOrder,org.springframework.boot.loader.jar.CentralDirectoryParserTests,"0,086"
spring-boot,bridgeHandlerLifecycle,org.springframework.boot.logging.LoggingApplicationListenerTests,"0,002"
spring-boot,basicName,org.springframework.boot.loader.jar.JarEntryNameTests,0
spring-boot,testUserSpecifiedDirectoryContainingJarFileWithNestedArchives,org.springframework.boot.loader.PropertiesLauncherTests,"0,072"
spring-boot,connectionToEntryInNestedJarFromUrlThatUsesExistingUrlAsContext,org.springframework.boot.loader.jar.JarURLConnectionTests,0
spring-boot,resolveRootResourcesFromArchive,org.springframework.boot.loader.LaunchedURLClassLoaderTests,0
spring-boot,retryFailedExecution,org.springframework.boot.autoconfigure.batch.JobLauncherCommandLineRunnerTests,"0,266"
spring-boot,testSystemPropertySpecifiedMain,org.springframework.boot.loader.PropertiesLauncherTests,"0,051"
spring-boot,archivedWarHasOnlyWebInfClassesAndContentsOfWebInfLibOnClasspath,org.springframework.boot.loader.WarLauncherTests,"0,086"
spring-boot,testVanillaPlaceholder,org.springframework.boot.loader.util.SystemPropertyUtilsTests,0
spring-boot,initInfoShortDescriptionCanBeReplaced,org.springframework.boot.loader.tools.DefaultLaunchScriptTests,"0,005"
spring-boot,nestedNonDuplicateFile,org.springframework.boot.loader.tools.FileUtilsTests,"0,027"
spring-boot,getToolsJar,org.springframework.boot.loader.tools.JvmUtilsTests,"0,036"
spring-boot,jarFile,org.springframework.boot.loader.tools.LayoutsTests,"0,005"
spring-boot,nullLibraries,org.springframework.boot.loader.tools.RepackagerTests,"0,001"
spring-boot,usesBreadthFirstJarSearch,org.springframework.boot.loader.tools.MainClassFinderTests,"0,102"
spring-boot,addLauncherScript,org.springframework.boot.loader.tools.RepackagerTests,"0,043"
spring-boot,callbackWithUnpack,org.springframework.boot.maven.ArtifactsLibrariesTests,"0,152"
spring-boot,filterDependencies,org.springframework.boot.maven.DependencyFilterMojoTests,"0,005"
spring-boot,doesNotMatchRegularConfiguration,org.springframework.boot.test.context.filter.TestTypeExcludeFilterTests,"0,003"
spring-boot,matchWithIncludeFilter,org.springframework.boot.test.autoconfigure.web.servlet.WebMvcTypeExcludeFilterTests,"0,002"
spring-boot,testMerge,org.springframework.boot.maven.PropertiesMergingResourceTransformerTests,0
spring-boot,parseNull,org.springframework.boot.maven.RunArgumentsTests,"0,004"
Spring-Integration-in-Action,testCancellationsSuccessful,siia.booking.integration.CancellationsWithNotificationTest,"0,08"
Spring-Integration-in-Action,testRouting,siia.booking.integration.PaymentRoutingTest,"0,05"
Spring-Integration-in-Action,notificationShouldArriveAtSmsAdapter,siia.booking.integration.FlightNotificationsSpelTest,"0,75"
Spring-Integration-in-Action,noFrequentFlyerNumberNoProfile,siia.business.PassengerProfileEnricherTest,"0,008"
Spring-Integration-in-Action,frequentFlyerNumberProfileLookupSucceeds,siia.business.PassengerProfileEnricherTest,0
Spring-Integration-in-Action,shouldLoadContext,siia.booking.integration.FlightNotificationsSpelTest,"0,001"
Spring-Integration-in-Action,shouldEnrichHeaderAndSendMessageForRelatedTrips,siia.booking.integration.FlightNotificationsSpelTest,"0,025"
Spring-Integration-in-Action,shouldReturnTripNotificationForEachAffectedTrip,siia.booking.integration.notifications.FlightToTripNotificationsSplitterTest,"0,032"
Spring-Integration-in-Action,testMarshallingLeg,siia.booking.domain.trip.LegMarshallingTest,0
Spring-Integration-in-Action,shouldEnrichHeaderAndSendMessageForRelatedTrips,siia.booking.integration.FlightNotificationsTest,"0,014"
Spring-Integration-in-Action,updateMealPreferences,siia.fundamentals.RunBookingServiceTest,"0,489"
Spring-Integration-in-Action,shouldConvertRecipeIntoIngredients,com.manning.siia.kitchen.ShoppingTest,"2,232"
Spring-Integration-in-Action,shouldCookAllProducts,com.manning.siia.kitchen.CookTest,"0,015"
Spring-Integration-in-Action,shouldPrepareMealFromRecipe,com.manning.siia.kitchen.KitchenTest,"2,203"
Spring-Integration-in-Action,shouldPrepareMeal,com.manning.siia.kitchen.CookTest,0
Spring-Integration-in-Action,shouldBeDoneWhenAllIngredientsAreCooked,com.manning.siia.kitchen.domain.MealTest,"0,005"
Spring-Integration-in-Action,filenameShouldContainProcessId,com.manning.siia.trip.diary.ChangeFileNameGeneratorTest,"0,119"
Spring-Integration-in-Action,shouldApplyChangeOnValidVersion,com.manning.siia.trip.diary.EditableTextTest,"0,005"
spring-plugin,considersJdkProxiedOrderedImplementation,org.springframework.plugin.core.OrderAwarePluginRegistryUnitTest,"0,004"
spring-plugin,returnsDefaultsIfNoneFound,org.springframework.plugin.core.SimplePluginRegistryUnitTest,0
spring-plugin,returnsEmptyListIfNoBeansFound,org.springframework.plugin.core.support.BeanListFactoryBeanUnitTest,"0,01"
spring-plugin,equalsIsWorkingCorrectly,org.springframework.plugin.metadata.SimplePluginMetadataUnitTest,"0,006"
spring-webflow-issues,testStartBookingFlow,org.springframework.webflow.samples.booking.BookingFlowExecutionTests,"0,059"
spring-webflow-issues,testSearchHotels,org.springframework.webflow.samples.booking.MainFlowExecutionTests,"0,029"
spring-webflow-samples,testStartBookingFlow,org.springframework.webflow.samples.booking.BookingFlowExecutionTests,"0,038"
spring-webflow-samples,testSearchHotels,org.springframework.webflow.samples.booking.MainFlowExecutionTests,"0,056"
spring-webflow-samples,testEnterBookingDetails_Proceed,org.springframework.webflow.samples.booking.BookingFlowExecutionTests,"0,026"
spring-webflow-samples,testReviewBooking_Confirm,org.springframework.webflow.samples.booking.BookingFlowExecutionTests,"0,025"
spring-flex,arrayProperty,org.springframework.flex.config.json.JsonConfigMapPropertyEditorTests,"0,01"
spring-flex,customConfiguration,org.springframework.flex.config.FlexConfigurationManagerTests,"0,042"
spring-flex,isHibernate4SupportAvailable,org.springframework.flex.config.RuntimeEnvironmentTests,0
spring-flex,exportAnnotatedBeanWithAutowiredConstructor,org.springframework.flex.config.RemotingAnnotationPostProcessorTests,0
spring-flex,destinationRef,org.springframework.flex.config.xml.JmsMessageDestinationBeanDefinitionParserTests,0
spring-flex,defaultSecured,org.springframework.flex.config.xml.MessageBrokerBeanDefinitionParserNoParentContextTests,0
spring-flex,simpleConfig,org.springframework.flex.config.xml.IntegrationMessageDestinationBeanDefinitionParserTests,0
spring-flex,customConfig,org.springframework.flex.config.xml.IntegrationMessageDestinationBeanDefinitionParserTests,0
spring-flex,customMessageInterceptors,org.springframework.flex.config.xml.MessageBrokerBeanDefinitionParserTests,0
spring-flex,exportBeanWithCustomSettings,org.springframework.flex.config.xml.RemotingDestinationBeanDefinitionDecoratorTests,0
spring-flex,exportBeanWithCustomSettings,org.springframework.flex.config.xml.RemotingDestinationBeanDefinitionParserTests,0
spring-flex,basicPackageScan,org.springframework.flex.core.io.ClassPathScanningAmfConversionServiceConfigProcessorTests,"0,037"
spring-flex,serializeIgnoredProperties,org.springframework.flex.core.io.AmfIgnoreSpringPropertyProxyTests,"0,007"
spring-flex,brokerInitialization,org.springframework.flex.core.MessageBrokerFactoryBeanTests,0
spring-flex,knownException,org.springframework.flex.core.ExceptionTranslationAdviceTests,"0,014"
spring-flex,exceptionPassthrough,org.springframework.flex.core.MessageInterceptionAdviceTests,"0,037"
spring-flex,postProcessAfterInit,org.springframework.flex.core.EndpointConfigProcessorTests,"0,036"
spring-flex,componentCreationAndInitialization,org.springframework.flex.core.ManageableComponentFactoryBeanTests,0
spring-flex,renderSimpleStringModel,org.springframework.flex.http.AmfViewTests,"0,009"
spring-flex,writeSimpleString,org.springframework.flex.http.AmfHttpMessageConverterTests,"0,005"
spring-flex,destinationSubscribeSendUnsubscribe,org.springframework.flex.messaging.jms.JmsAdapterTests,"2,262"
spring-flex,flexMessageToJmsMessageWithCustomConverter,org.springframework.flex.messaging.jms.FlexMessageConverterTests,"0,014"
spring-flex,invalidDestination,org.springframework.flex.messaging.MessageTemplateTests,"0,004"
spring-flex,destinationWithJsonConfigMap,org.springframework.flex.messaging.MessageDestinationFactoryTests,"0,043"
spring-flex,messageServiceAddedWithBrokerDefaultChannels,org.springframework.flex.messaging.MessageServiceConfigProcessorTests,"0,017"
spring-flex,destinationConfiguredWithInvalidExcludeMethods,org.springframework.flex.remoting.RemotingDestinationExporterTests,"0,07"
spring-flex,remotingServiceAddedWithInferredDefaultChannels,org.springframework.flex.remoting.RemotingServiceConfigProcessorTests,"0,247"
spring-flex,validLogin,org.springframework.flex.security3.SpringSecurityLoginCommandTests,"0,007"
spring-flex,postProcessPassThrough,org.springframework.flex.security3.LoginMessageInterceptorTests,0
spring-flex,amfActionMessage,org.springframework.flex.security3.FlexAuthenticationEntryPointTests,"0,007"
spring-flex,forProtectedEndpointId,org.springframework.flex.security3.EndpointSecurityMetadataSourceTests,"0,003"
spring-flex,loginCommand,org.springframework.flex.security3.EndpointInterceptorTests,"0,027"
spring-flex,unknownExceptionPassthrough,org.springframework.flex.security3.SecurityExceptionTranslatorTests,0
spring-data-jpa,singleElementCriteriaShouldJustReturnIt,org.springframework.data.jpa.convert.QueryByExamplePredicateBuilderUnitTests,"0,049"
spring-data-jpa,usesJsr310JpaConverters,org.springframework.data.jpa.convert.threeten.Jsr310JpaConvertersIntegrationTests,"0,002"
spring-data-jpa,usesThreeTenBackPortJpaConverters,org.springframework.data.jpa.convert.threetenbp.ThreeTenBackPortJpaConvertersIntegrationTests,"0,009"
spring-data-jpa,shouldBeAbleToSaveAndLoadCustomPersistableWithUuidId,org.springframework.data.jpa.repository.AbstractPersistableIntegrationTests,"0,002"
spring-data-jpa,buildJpaSortFromJpaMetaModelNestedAttribute,org.springframework.data.jpa.domain.JpaSortTests,"0,002"
spring-data-jpa,orConcatenatesNullSpecToSpec,org.springframework.data.jpa.domain.SpecificationsUnitTests,"0,008"
spring-data-jpa,findsEntityManagerFactoryInParentBeanFactory,org.springframework.data.jpa.domain.support.AnnotationAuditingBeanFactoryPostProcessorUnitTests,"0,052"
spring-data-jpa,auditsTransitiveEntitiesCorrectly,org.springframework.data.jpa.domain.support.AuditingEntityListenerTests,"0,005"
spring-data-jpa,detectsAssociation,org.springframework.data.jpa.mapping.JpaMetamodelMappingContextIntegrationTests,"0,02"
spring-data-jpa,considersNonUpdateablePropertyNotWriteable,org.springframework.data.jpa.mapping.JpaPersistentPropertyImplUnitTests,"0,033"
spring-data-jpa,testname,org.springframework.data.jpa.provider.PersistenceProviderIntegrationTests,"0,007"
spring-data-jpa,alternativeEntityManagerOverridesDefault,org.springframework.data.jpa.repository.cdi.JpaRepositoryExtensionUnitTests,"0,013"
spring-data-jpa,wiresDateTimeProviderIfConfigured,org.springframework.data.jpa.repository.config.AuditingBeanDefinitionParserTests,"0,025"
spring-data-jpa,rejectsNullBeanDefinitionRegistry,org.springframework.data.jpa.repository.config.JpaAuditingRegistrarUnitTests,"0,001"
spring-data-jpa,doesNotProxyPlainAtRepositoryBeans,org.springframework.data.jpa.repository.config.JpaRepositoriesRegistrarIntegrationTests,"0,001"
spring-data-jpa,guardsAgainstNullJavaTypesReturnedFromJpaMetamodel,org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtensionUnitTests,"0,012"
spring-data-jpa,shouldRespectConfiguredJpaEntityGraph,org.springframework.data.jpa.repository.EclipseLinkEntityGraphRepositoryMethodsIntegrationTests,"0,046"
spring-data-jpa,skipsHintsForCountQueryIfConfigured,org.springframework.data.jpa.repository.query.AbstractJpaQueryTests,"0,026"
spring-data-jpa,createsNormalQueryForJpaManagedReturnTypes,org.springframework.data.jpa.repository.query.AbstractStringBasedJpaQueryIntegrationTests,"0,042"
spring-data-jpa,shouldReturnQueryWithDomainTypeExpressionReplacedWithSimpleDomainTypeName,org.springframework.data.jpa.repository.query.ExpressionBasedStringQueryUnitTests,"0,005"
spring-data-jpa,shouldBuildCorrectSubgraphForJpaEntityGraph,org.springframework.data.jpa.repository.query.Jpa21UtilsUnitTests,"0,005"
spring-data-jpa,shouldRespectConfiguredJpaEntityGraphInFindOne,org.springframework.data.jpa.repository.EclipseLinkEntityGraphRepositoryMethodsIntegrationTests,"0,003"
spring-data-jpa,findsTemporalParameterConfiguration,org.springframework.data.jpa.repository.query.JpaParametersUnitTests,"0,001"
spring-data-jpa,pagedExecutionShouldUseCountFromResultIfOffsetIsZeroAndResultsWithinPageSize,org.springframework.data.jpa.repository.query.JpaQueryExecutionUnitTests,"0,004"
spring-data-jpa,sholdThrowMorePreciseExceptionIfTryingToUsePaginationInNativeQueries,org.springframework.data.jpa.repository.query.JpaQueryLookupStrategyUnitTests,"0,002"
spring-data-jpa,returnsTrueIfReturnTypeIsEntity,org.springframework.data.jpa.repository.query.JpaQueryMethodUnitTests,"0,003"
spring-data-jpa,findsUsersBySpringDataNamedQuery,org.springframework.data.jpa.repository.EclipseLinkNamespaceUserRepositoryTests,"0,02"
spring-data-jpa,createsANativeJpaQueryFromAnnotation,org.springframework.data.jpa.repository.query.SimpleJpaQueryUnitTests,"0,013"
spring-data-jpa,bindsSortForIndexedParameters,org.springframework.data.jpa.repository.query.ParameterBinderUnitTests,"0,002"
spring-data-jpa,doesNotApplyLikeExpansionOnNonStringProperties,org.springframework.data.jpa.repository.query.EclipseLinkParameterMetadataProviderIntegrationTests,"0,002"
spring-data-jpa,cannotIgnoreCaseIfNotStringUnlessIgnoringAll,org.springframework.data.jpa.repository.query.PartTreeJpaQueryIntegrationTests,"0,003"
spring-data-jpa,doesNotCreateAJoinForNonOptionalAssociation,org.springframework.data.jpa.repository.query.EclipseLinkQueryUtilsIntegrationTests,0
